coefficient_key,coefficient_value,coefficient_type,cms_label
CFA_HCC280,0.390,disease,Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders
CFA_HCC282,0.538,disease,Aspiration and Specified Bacterial Pneumonias
CFA_HCC283,0.131,disease,Empyema/Lung Abscess
CFA_HCC298,0.323,disease,Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage
CFA_HCC300,0.370,disease,Exudative Macular Degeneration
CFA_HCC326,0.985,disease,Chronic Kidney Disease/Stage 5
CFA_HCC327,0.565,disease,Chronic Kidney Disease/Severe (Stage 4)
CFA_HCC328,0.116,disease,Chronic Kidney Disease/Moderate (Stage 3B)
CFA_HCC329,0.116,disease,Chronic Kidney Disease/Moderate (Stage 3/Except 3B)
CFA_HCC379,2.580,disease,Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone
CFA_HCC380,1.422,disease,Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle
CFA_HCC381,1.379,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CFA_HCC382,1.029,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CFA_HCC383,0.890,disease,Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle
CFA_HCC385,2.362,disease,Severe Skin Burn
CFA_HCC387,0.658,disease,Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders
CFA_HCC397,0.349,disease,Major Head Injury with Loss of Consciousness > 1 Hour
CFA_HCC398,0.349,disease,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified
CFA_HCC399,0.349,disease,Major Head Injury without Loss of Consciousness
CFA_HCC401,0.622,disease,Vertebral Fractures without Spinal Cord Injury
CFA_HCC402,0.561,disease,Hip Fracture/Dislocation
CFA_HCC405,0.799,disease,Traumatic Amputations and Complications
CFA_HCC409,0.799,disease,Amputation Status/Lower Limb/Amputation Complications
CFA_HCC454,1.326,disease,Stem Cell/Including Bone Marrow/Transplant Status/Complications
CFA_HCC463,0.891,disease,Artificial Openings for Feeding or Elimination
CFA_DIABETES_HF,0.183,interaction,Diabetes*Heart Failure
CFA_HF_CHR_LUNG,0.109,interaction,Heart Failure*Chronic Lung Disorder
CFA_HF_KIDNEY,0.194,interaction,Heart Failure*Kidney
CFA_CHR_LUNG_CARD_RESP_FAIL,0.340,interaction,Chronic Lung Disorder*Cardiorespiratory Failure
CFA_HF_HCC238,0.140,interaction,Heart Failure*Specified Heart Arrhythmias
CFA_D5,0.049,count,5 payment HCCs
CFA_D6,0.071,count,6 payment HCCs
CFA_D7,0.160,count,7 payment HCCs
CFA_D8,0.267,count,8 payment HCCs
CFA_D9,0.353,count,9 payment HCCs
CFA_D10P,0.746,count,10 or more payment HCCs
CFA_D1,0.000,count,1 payment HCC
CFA_D2,0.000,count,2 payment HCCs
CFA_D3,0.000,count,3 payment HCCs
CFA_D4,0.000,count,4 payment HCCs
CFD_F0_34,0.346,demographic,Female 0-34
CFD_F35_44,0.332,demographic,Female 35-44
CFD_F45_54,0.384,demographic,Female 45-54
CFD_F55_59,0.421,demographic,Female 55-59
CFD_F60_64,0.502,demographic,Female 60-64
CFD_M0_34,0.191,demographic,Male 0-34
CFD_M35_44,0.204,demographic,Male 35-44
CFD_M45_54,0.293,demographic,Male 45-54
CFD_M55_59,0.410,demographic,Male 55-59
CFD_M60_64,0.504,demographic,Male 60-64
CFD_HCC1,0.237,disease,HIV/AIDS
CFD_HCC2,0.780,disease,Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock
CFD_HCC6,0.833,disease,Opportunistic Infections
CFD_HCC17,4.235,disease,Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic
CFD_HCC18,2.537,disease,Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid
CFD_HCC19,1.661,disease,Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers
CFD_HCC20,1.173,disease,Lung and Other Severe Cancers
CFD_HCC21,0.739,disease,Lymphoma and Other Cancers
CFD_HCC22,0.409,disease,Bladder/Colorectal/and Other Cancers
CFD_HCC23,0.218,disease,Prostate/Breast/and Other Cancers and Tumors
CFD_HCC35,0.573,disease,Pancreas Transplant Status
CFD_HCC36,0.235,disease,Diabetes with Severe Acute Complications
CFD_HCC37,0.235,disease,Diabetes with Chronic Complications
CFD_HCC38,0.235,disease,Diabetes with Glycemic/Unspecified/No Complications
CFD_HCC48,0.178,disease,Morbid Obesity
CFD_HCC49,6.399,disease,Specified Lysosomal Storage Disorders
CFD_HCC50,0.789,disease,Amyloidosis/Porphyria/and Other Specified Metabolic Disorders
CFD_HCC51,0.654,disease,Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders
CFD_HCC62,0.409,disease,Liver Transplant Status/Complications
CFD_HCC63,1.209,disease,Chronic Liver Failure/End-Stage Liver Disorders
CFD_HCC64,0.414,disease,Cirrhosis of Liver
CFD_HCC65,0.220,disease,Chronic Hepatitis
CFD_HCC68,0.354,disease,Cholangitis and Obstruction of Bile Duct Without Gallstones
CFD_HCC77,6.161,disease,Intestine Transplant Status/Complications
CFD_HCC78,0.548,disease,Intestinal Obstruction/Perforation
CFD_HCC79,0.799,disease,Chronic Pancreatitis
CFD_HCC80,0.651,disease,Crohns Disease (Regional Enteritis)
CFD_HCC81,0.286,disease,Ulcerative Colitis
CFD_HCC92,0.632,disease,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis
CFD_HCC93,0.384,disease,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders
CFD_HCC94,0.250,disease,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders
CFD_HCC107,1.939,disease,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero
CFD_HCC108,0.408,disease,Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major
CFD_HCC109,1.541,disease,Acquired Hemolytic/Aplastic/and Sideroblastic Anemias
CFD_HCC111,31.424,disease,Hemophilia/Male
CFD_HCC112,0.634,disease,Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions
CFD_HCC114,2.670,disease,Common Variable and Combined Immunodeficiencies
CFD_HCC115,0.498,disease,Specified Immunodeficiencies and White Blood Cell Disorders
CFD_HCC125,0.367,disease,Dementia/Severe
CFD_HCC126,0.367,disease,Dementia/Moderate
CFD_HCC127,0.367,disease,Dementia/Mild or Unspecified
CFD_HCC135,1.181,disease,Drug Use with Psychotic Complications
CFD_HCC136,1.181,disease,Alcohol Use with Psychotic Complications
CFD_HCC137,0.471,disease,Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications
CFD_HCC138,0.384,disease,Drug Use Disorder/Mild/Uncomplicated/Except Cannabis
CFD_HCC139,0.250,disease,Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications
CFD_HCC151,0.414,disease,Schizophrenia
CFD_HCC152,0.255,disease,Psychosis/Except Schizophrenia
CFD_HCC153,0.255,disease,Personality Disorders; Anorexia/Bulimia Nervosa
CFD_HCC154,0.126,disease,Bipolar Disorders without Psychosis
CFD_HCC155,0.126,disease,Major Depression/Moderate or Severe/without Psychosis
CFD_HCC180,1.095,disease,Quadriplegia
CFD_HCC181,0.832,disease,Paraplegia
CFD_HCC182,0.308,disease,Spinal Cord Disorders/Injuries
CFD_HCC190,3.642,disease,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy
CFD_HCC191,0.466,disease,Quadriplegic Cerebral Palsy
CFD_HCC192,0.067,disease,Cerebral Palsy/Except Quadriplegic
CFD_HCC193,0.939,disease,Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy
CFD_HCC195,3.323,disease,Myasthenia Gravis with (Acute) Exacerbation
CFD_HCC196,0.507,disease,Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders
CFD_HCC197,0.681,disease,Muscular Dystrophy
CFD_HCC198,1.143,disease,Multiple Sclerosis
CFD_HCC199,0.504,disease,Parkinson and Other Degenerative Disease of Basal Ganglia
CFD_HCC200,0.281,disease,Friedreich and Other Hereditary Ataxias; Huntington Disease
CFD_HCC201,0.170,disease,Seizure Disorders and Convulsions
CFD_HCC202,0.279,disease,Coma/Brain Compression/Anoxic Damage
CFD_HCC211,1.418,disease,Respirator Dependence/Tracheostomy Status/Complications
CFD_HCC212,0.662,disease,Respiratory Arrest
CFD_HCC213,0.662,disease,Cardio-Respiratory Failure and Shock
CFD_HCC221,1.781,disease,Heart Transplant Status/Complications
CFD_HCC222,6.612,disease,End-Stage Heart Failure
CFD_HCC223,6.612,disease,Heart Failure with Heart Assist Device/Artificial Heart
CFD_HCC224,0.537,disease,Acute on Chronic Heart Failure
CFD_HCC225,0.537,disease,Acute Heart Failure (Excludes Acute on Chronic)
CFD_HCC226,0.537,disease,Heart Failure/Except End-Stage and Acute
CFD_HCC227,0.198,disease,Cardiomyopathy/Myocarditis
CFD_HCC228,0.517,disease,Acute Myocardial Infarction
CFD_HCC229,0.458,disease,Unstable Angina and Other Acute Ischemic Heart Disease
CFD_HCC238,0.304,disease,Specified Heart Arrhythmias
CFD_HCC248,0.332,disease,Intracranial Hemorrhage
CFD_HCC249,0.277,disease,Ischemic or Unspecified Stroke
CFD_HCC253,0.390,disease,Hemiplegia/Hemiparesis
CFD_HCC254,0.365,disease,Monoplegia/Other Paralytic Syndromes
CFD_HCC263,1.276,disease,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene
CFD_HCC264,0.461,disease,Vascular Disease with Complications
CFD_HCC267,0.568,disease,Deep Vein Thrombosis and Pulmonary Embolism
CFD_HCC276,2.292,disease,Lung Transplant Status/Complications
CFD_HCC277,3.760,disease,Cystic Fibrosis
CFD_HCC278,1.640,disease,Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis
CFD_HCC279,0.808,disease,Severe Persistent Asthma
CFD_HCC280,0.281,disease,Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders
CFD_HCC282,0.269,disease,Aspiration and Specified Bacterial Pneumonias
CFD_HCC283,0.074,disease,Empyema/Lung Abscess
CFD_HCC298,0.319,disease,Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage
CFD_HCC300,0.255,disease,Exudative Macular Degeneration
CFD_HCC326,0.946,disease,Chronic Kidney Disease/Stage 5
CFD_HCC327,0.661,disease,Chronic Kidney Disease/Severe (Stage 4)
CFD_HCC328,0.181,disease,Chronic Kidney Disease/Moderate (Stage 3B)
CFD_HCC329,0.181,disease,Chronic Kidney Disease/Moderate (Stage 3/Except 3B)
CFD_HCC379,2.570,disease,Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone
CFD_HCC380,1.285,disease,Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle
CFD_HCC381,1.192,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CFD_HCC382,0.935,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CFD_HCC383,0.707,disease,Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle
CFD_HCC385,0.857,disease,Severe Skin Burn
CFD_HCC387,0.622,disease,Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders
CFD_HCC397,0.190,disease,Major Head Injury with Loss of Consciousness > 1 Hour
CFD_HCC398,0.190,disease,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified
CFD_HCC399,0.190,disease,Major Head Injury without Loss of Consciousness
CFD_HCC401,0.559,disease,Vertebral Fractures without Spinal Cord Injury
CFD_HCC402,0.570,disease,Hip Fracture/Dislocation
CFD_HCC405,0.844,disease,Traumatic Amputations and Complications
CFD_HCC409,0.844,disease,Amputation Status/Lower Limb/Amputation Complications
CFD_HCC454,0.608,disease,Stem Cell/Including Bone Marrow/Transplant Status/Complications
CFD_HCC463,0.947,disease,Artificial Openings for Feeding or Elimination
CFD_DIABETES_HF,0.041,interaction,Diabetes*Heart Failure
CFD_HF_CHR_LUNG,0.097,interaction,Heart Failure*Chronic Lung Disorder
CFD_HF_KIDNEY,0.420,interaction,Heart Failure*Kidney
CFD_CHR_LUNG_CARD_RESP_FAIL,0.275,interaction,Chronic Lung Disorder*Cardiorespiratory Failure
CFD_HF_HCC238,0.372,interaction,Heart Failure*Specified Heart Arrhythmias
CFD_gSubUseDisorder_gPsych,0.152,interaction,Substance Use Disorder*Psychiatric
CFD_D5,0.095,count,5 payment HCCs
CFD_D6,0.245,count,6 payment HCCs
CFD_D7,0.472,count,7 payment HCCs
CFD_D8,0.607,count,8 payment HCCs
CFD_D9,0.841,count,9 payment HCCs
CFD_D10P,1.471,count,10 or more payment HCCs
CFD_D1,0.000,count,1 payment HCC
CFD_D2,0.000,count,2 payment HCCs
CFD_D3,0.000,count,3 payment HCCs
CFD_D4,0.000,count,4 payment HCCs
CPA_F65_69,0.365,demographic,Female 65-69
CPA_F70_74,0.423,demographic,Female 70-74
CPA_F75_79,0.485,demographic,Female 75-79
CPA_F80_84,0.544,demographic,Female 80-84
CPA_F85_89,0.618,demographic,Female 85-89
CPA_F90_94,0.738,demographic,Female 90-94
CPA_F95_GT,0.835,demographic,Female 95+
CPA_M65_69,0.375,demographic,Male 65-69
CPA_M70_74,0.417,demographic,Male 70-74
CPA_M75_79,0.498,demographic,Male 75-79
CPA_M80_84,0.565,demographic,Male 80-84
CPA_M85_89,0.615,demographic,Male 85-89
CPA_M90_94,0.712,demographic,Male 90-94
CPA_M95_GT,0.904,demographic,Male 95+
CPA_OriginallyDisabled_Female,0.103,demographic,Originally Disabled Female
CPA_OriginallyDisabled_Male,0.075,demographic,Originally Disabled Male
CPA_HCC1,0.196,disease,HIV/AIDS
CPA_HCC2,0.447,disease,Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock
CPA_HCC6,0.518,disease,Opportunistic Infections
CPA_HCC17,3.946,disease,Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic
CPA_HCC18,2.166,disease,Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid
CPA_HCC19,1.520,disease,Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers
CPA_HCC20,1.214,disease,Lung and Other Severe Cancers
CPA_HCC21,0.627,disease,Lymphoma and Other Cancers
CPA_HCC22,0.410,disease,Bladder/Colorectal/and Other Cancers
CPA_HCC23,0.203,disease,Prostate/Breast/and Other Cancers and Tumors
CPA_HCC35,1.117,disease,Pancreas Transplant Status
CPA_HCC36,0.166,disease,Diabetes with Severe Acute Complications
CPA_HCC37,0.166,disease,Diabetes with Chronic Complications
CPA_HCC38,0.166,disease,Diabetes with Glycemic/Unspecified/No Complications
CPA_HCC48,0.164,disease,Morbid Obesity
CPA_HCC49,3.269,disease,Specified Lysosomal Storage Disorders
CPA_HCC50,0.435,disease,Amyloidosis/Porphyria/and Other Specified Metabolic Disorders
CPA_HCC51,0.313,disease,Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders
CPA_HCC62,0.571,disease,Liver Transplant Status/Complications
CPA_HCC63,0.861,disease,Chronic Liver Failure/End-Stage Liver Disorders
CPA_HCC64,0.391,disease,Cirrhosis of Liver
CPA_HCC65,0.156,disease,Chronic Hepatitis
CPA_HCC68,0.391,disease,Cholangitis and Obstruction of Bile Duct Without Gallstones
CPA_HCC77,5.039,disease,Intestine Transplant Status/Complications
CPA_HCC78,0.478,disease,Intestinal Obstruction/Perforation
CPA_HCC79,0.444,disease,Chronic Pancreatitis
CPA_HCC80,0.479,disease,Crohns Disease (Regional Enteritis)
CPA_HCC81,0.205,disease,Ulcerative Colitis
CPA_HCC92,0.471,disease,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis
CPA_HCC93,0.405,disease,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders
CPA_HCC94,0.224,disease,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders
CPA_HCC107,0.303,disease,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero
CPA_HCC108,0.303,disease,Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major
CPA_HCC109,1.009,disease,Acquired Hemolytic/Aplastic/and Sideroblastic Anemias
CPA_HCC111,11.201,disease,Hemophilia/Male
CPA_HCC112,0.574,disease,Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions
CPA_HCC114,2.137,disease,Common Variable and Combined Immunodeficiencies
CPA_HCC115,0.302,disease,Specified Immunodeficiencies and White Blood Cell Disorders
CPA_HCC125,0.401,disease,Dementia/Severe
CPA_HCC126,0.401,disease,Dementia/Moderate
CPA_HCC127,0.401,disease,Dementia/Mild or Unspecified
CPA_HCC135,0.522,disease,Drug Use with Psychotic Complications
CPA_HCC136,0.522,disease,Alcohol Use with Psychotic Complications
CPA_HCC137,0.394,disease,Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications
CPA_HCC138,0.355,disease,Drug Use Disorder/Mild/Uncomplicated/Except Cannabis
CPA_HCC139,0.308,disease,Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications
CPA_HCC151,0.501,disease,Schizophrenia
CPA_HCC152,0.501,disease,Psychosis/Except Schizophrenia
CPA_HCC153,0.464,disease,Personality Disorders; Anorexia/Bulimia Nervosa
CPA_HCC154,0.314,disease,Bipolar Disorders without Psychosis
CPA_HCC155,0.269,disease,Major Depression/Moderate or Severe/without Psychosis
CPA_HCC180,1.311,disease,Quadriplegia
CPA_HCC181,0.883,disease,Paraplegia
CPA_HCC182,0.401,disease,Spinal Cord Disorders/Injuries
CPA_HCC190,0.640,disease,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease/Spinal Muscular Atrophy
CPA_HCC191,0.840,disease,Quadriplegic Cerebral Palsy
CPA_HCC192,0.220,disease,Cerebral Palsy/Except Quadriplegic
CPA_HCC193,1.149,disease,Chronic Inflammatory Demyelinating Polyneuritis and Multifocal Motor Neuropathy
CPA_HCC195,2.690,disease,Myasthenia Gravis with (Acute) Exacerbation
CPA_HCC196,0.427,disease,Myasthenia Gravis without (Acute) Exacerbation and Other Myoneural Disorders
CPA_HCC197,0.162,disease,Muscular Dystrophy
CPA_HCC198,0.569,disease,Multiple Sclerosis
CPA_HCC199,0.474,disease,Parkinson and Other Degenerative Disease of Basal Ganglia
CPA_HCC200,0.050,disease,Friedreich and Other Hereditary Ataxias; Huntington Disease
CPA_HCC201,0.245,disease,Seizure Disorders and Convulsions
CPA_HCC202,0.549,disease,Coma/Brain Compression/Anoxic Damage
CPA_HCC211,1.022,disease,Respirator Dependence/Tracheostomy Status/Complications
CPA_HCC212,0.409,disease,Respiratory Arrest
CPA_HCC213,0.409,disease,Cardio-Respiratory Failure and Shock
CPA_HCC221,0.880,disease,Heart Transplant Status/Complications
CPA_HCC222,3.009,disease,End-Stage Heart Failure
CPA_HCC223,3.009,disease,Heart Failure with Heart Assist Device/Artificial Heart
CPA_HCC224,0.311,disease,Acute on Chronic Heart Failure
CPA_HCC225,0.311,disease,Acute Heart Failure (Excludes Acute on Chronic)
CPA_HCC226,0.311,disease,Heart Failure/Except End-Stage and Acute
CPA_HCC227,0.145,disease,Cardiomyopathy/Myocarditis
CPA_HCC228,0.324,disease,Acute Myocardial Infarction
CPA_HCC229,0.278,disease,Unstable Angina and Other Acute Ischemic Heart Disease
CPA_HCC238,0.293,disease,Specified Heart Arrhythmias
CPA_HCC248,0.313,disease,Intracranial Hemorrhage
CPA_HCC249,0.299,disease,Ischemic or Unspecified Stroke
CPA_HCC253,0.437,disease,Hemiplegia/Hemiparesis
CPA_HCC254,0.290,disease,Monoplegia/Other Paralytic Syndromes
CPA_HCC263,1.007,disease,Atherosclerosis of Arteries of the Extremities with Ulceration or Gangrene
CPA_HCC264,0.513,disease,Vascular Disease with Complications
CPA_HCC267,0.338,disease,Deep Vein Thrombosis and Pulmonary Embolism
CPA_HCC276,2.961,disease,Lung Transplant Status/Complications
CPA_HCC277,0.650,disease,Cystic Fibrosis
CPA_HCC278,0.650,disease,Idiopathic Pulmonary Fibrosis and Lung Involvement in Systemic Sclerosis
CPA_HCC279,0.650,disease,Severe Persistent Asthma
CPA_HCC280,0.321,disease,Chronic Obstructive Pulmonary Disease/Interstitial Lung Disorders/and Other Chronic Lung Disorders
CPA_HCC282,0.409,disease,Aspiration and Specified Bacterial Pneumonias
CPA_HCC283,0.000,disease,Empyema/Lung Abscess
CPA_HCC298,0.327,disease,Severe Diabetic Eye Disease/Retinal Vein Occlusion/and Vitreous Hemorrhage
CPA_HCC300,0.459,disease,Exudative Macular Degeneration
CPA_HCC326,0.965,disease,Chronic Kidney Disease/Stage 5
CPA_HCC327,0.484,disease,Chronic Kidney Disease/Severe (Stage 4)
CPA_HCC328,0.140,disease,Chronic Kidney Disease/Moderate (Stage 3B)
CPA_HCC329,0.140,disease,Chronic Kidney Disease/Moderate (Stage 3/Except 3B)
CPA_HCC379,2.349,disease,Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone
CPA_HCC380,1.268,disease,Chronic Ulcer of Skin/Except Pressure/Through to Bone or Muscle
CPA_HCC381,1.136,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CPA_HCC382,0.845,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CPA_HCC383,0.660,disease,Chronic Ulcer of Skin/Except Pressure/Not Specified as Through to Bone or Muscle
CPA_HCC385,0.000,disease,Severe Skin Burn
CPA_HCC387,0.477,disease,Pemphigus/Pemphigoid/and Other Specified Autoimmune Skin Disorders
CPA_HCC397,0.128,disease,Major Head Injury with Loss of Consciousness > 1 Hour
CPA_HCC398,0.128,disease,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified
CPA_HCC399,0.128,disease,Major Head Injury without Loss of Consciousness
CPA_HCC401,0.538,disease,Vertebral Fractures without Spinal Cord Injury
CPA_HCC402,0.499,disease,Hip Fracture/Dislocation
CPA_HCC405,0.639,disease,Traumatic Amputations and Complications
CPA_HCC409,0.604,disease,Amputation Status/Lower Limb/Amputation Complications
CPA_HCC454,1.338,disease,Stem Cell/Including Bone Marrow/Transplant Status/Complications
CPA_HCC463,0.526,disease,Artificial Openings for Feeding or Elimination
CPA_DIABETES_HF,0.164,interaction,Diabetes*Heart Failure
CPA_HF_CHR_LUNG,0.140,interaction,Heart Failure*Chronic Lung Disorder
CPA_HF_KIDNEY,0.140,interaction,Heart Failure*Kidney
CPA_CHR_LUNG_CARD_RESP_FAIL,0.329,interaction,Chronic Lung Disorder*Cardiorespiratory Failure
CPA_HF_HCC238,0.135,interaction,Heart Failure*Specified Heart Arrhythmias
CPA_D5,0.016,count,5 payment HCCs
CPA_D6,0.096,count,6 payment HCCs
CPA_D7,0.207,count,7 payment HCCs
CPA_D8,0.345,count,8 payment HCCs
CPA_D9,0.345,count,9 payment HCCs
CPA_D10P,0.901,count,10 or more payment HCCs
CPA_D1,0.000,count,1 payment HCC
CPA_D2,0.000,count,2 payment HCCs
CPA_D3,0.000,count,3 payment HCCs
CPA_D4,0.000,count,4 payment HCCs
CPD_F0_34,0.454,demographic,Female 0-34
CPD_F35_44,0.420,demographic,Female 35-44
CPD_F45_54,0.404,demographic,Female 45-54
CPD_F55_59,0.424,demographic,Female 55-59
CPD_F60_64,0.414,demographic,Female 60-64
CPD_M0_34,0.306,demographic,Male 0-34
CPD_M35_44,0.261,demographic,Male 35-44
CPD_M45_54,0.300,demographic,Male 45-54
CPD_M55_59,0.353,demographic,Male 55-59
CPD_M60_64,0.374,demographic,Male 60-64
CPD_HCC1,0.109,disease,HIV/AIDS
CPD_HCC2,0.591,disease,Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock
CPD_HCC6,0.685,disease,Opportunistic Infections
CPD_HCC17,4.103,disease,Cancer Metastatic to Lung/Liver/Brain/and Other Organs; Acute Myeloid Leukemia Except Promyelocytic
CPD_HCC18,2.403,disease,Cancer Metastatic to Bone/Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid
CPD_HCC19,1.554,disease,Myelodysplastic Syndromes/Multiple Myeloma/and Other Cancers
CPD_HCC20,1.067,disease,Lung and Other Severe Cancers
CPD_HCC21,0.618,disease,Lymphoma and Other Cancers
CPD_HCC22,0.351,disease,Bladder/Colorectal/and Other Cancers
CPD_HCC23,0.237,disease,Prostate/Breast/and Other Cancers and Tumors
CPD_HCC35,2.740,disease,Pancreas Transplant Status
CPD_HCC36,0.210,disease,Diabetes with Severe Acute Complications
CPD_HCC37,0.210,disease,Diabetes with Chronic Complications
CPD_HCC38,0.210,disease,Diabetes with Glycemic/Unspecified/No Complications
CPD_HCC48,0.118,disease,Morbid Obesity
CPD_HCC49,7.771,disease,Specified Lysosomal Storage Disorders
CPD_HCC50,0.529,disease,Amyloidosis/Porphyria/and Other Specified Metabolic Disorders
CPD_HCC51,0.393,disease,Addisons and Cushings Diseases/Acromegaly/and Other Specified Endocrine Disorders
CPD_HCC62,0.271,disease,Liver Transplant Status/Complications
CPD_HCC63,1.101,disease,Chronic Liver Failure/End-Stage Liver Disorders
CPD_HCC64,0.270,disease,Cirrhosis of Liver
CPD_HCC65,0.189,disease,Chronic Hepatitis
CPD_HCC68,0.270,disease,Cholangitis and Obstruction of Bile Duct Without Gallstones
CPD_HCC77,5.039,disease,Intestine Transplant Status/Complications
CPD_HCC78,0.688,disease,Intestinal Obstruction/Perforation
CPD_HCC79,0.709,disease,Chronic Pancreatitis
CPD_HCC80,0.603,disease,Crohns Disease (Regional Enteritis)
CPD_HCC81,0.237,disease,Ulcerative Colitis
CPD_HCC92,0.539,disease,Bone/Joint/Muscle/Severe Soft Tissue Infections/Necrosis
CPD_HCC93,0.288,disease,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders
CPD_HCC94,0.196,disease,Systemic Lupus Erythematosus and Other Specified Systemic Connective Tissue Disorders
CPD_HCC107,1.569,disease,Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero
CPD_HCC108,0.416,disease,Sickle Cell Disorders/Except Sickle Cell Anemia (Hb-SS) and Thalassemia Beta Zero; Beta Thalassemia Major
CPD_HCC109,1.514,disease,Acquired Hemolytic/Aplastic/and Sideroblastic Anemias
CPD_HCC111,32.199,disease,Hemophilia/Male
CPD_HCC112,0.708,disease,Immune Thrombocytopenia and Specified Coagulation Defects and Hemorrhagic Conditions
CPD_HCC114,2.789,disease,Common Variable and Combined Immunodeficiencies
CPD_HCC115,0.613,disease,Specified Immunodeficiencies and White Blood Cell Disorders
CPD_HCC125,0.345,disease,Dementia/Severe
CPD_HCC126,0.345,disease,Dementia/Moderate
CPD_HCC127,0.345,disease,Dementia/Mild or Unspecified
CPD_HCC135,0.922,disease,Drug Use with Psychotic Complications
CPD_HCC136,0.922,disease,Alcohol Use with Psychotic Complications
CPD_HCC137,0.348,disease,Drug Use Disorder/Moderate/Severe/Drug Use with Non-Psychotic Complications
CPD_HCC138,0.348,disease,Drug Use Disorder/Mild/Uncomplicated/Except Cannabis
CPD_HCC139,0.159,disease,Alcohol Use Disorder/Moderate/Severe/Alcohol Use with Specified Non-Psychotic Complications
CPD_HCC151,0.304,disease,Schizophrenia
CPD_HCC152,0.247,disease,Psychosis/Except Schizophrenia
CPD_HCC153,0.232,disease,Personality Disorders; Anorexia/Bulimia Nervosa
CPD_HCC154,0.108,disease,Bipolar Disorders without Psychosis
