hcc_code,enrollment_segment,coefficient,detail_key,representative_icd
HCC300,CND,0.366,CND_HCC300,H353210
HCC300,CFA,0.37,CFA_HCC300,H353210
HCC300,CFD,0.255,CFD_HCC300,H353210
HCC300,CPA,0.459,CPA_HCC300,H353210
HCC300,CPD,0.38,CPD_HCC300,H353210
HCC300,INS,0.196,INS_HCC300,H353210
HCC300,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC300,H353210
HCC300,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC300,H353210
HCC326,CNA,0.815,CNA_HCC326,I120
HCC326,CND,0.927,CND_HCC326,I120
HCC326,CFA,0.985,CFA_HCC326,I120
HCC326,CFD,0.946,CFD_HCC326,I120
HCC326,CPA,0.965,CPA_HCC326,I120
HCC326,CPD,1.05,CPD_HCC326,I120
HCC326,INS,0.958,INS_HCC326,I120
HCC326,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC326,I120
HCC326,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC326,I120
HCC327,CNA,0.514,CNA_HCC327,N184
HCC327,CND,0.523,CND_HCC327,N184
HCC327,CFA,0.565,CFA_HCC327,N184
HCC327,CFD,0.661,CFD_HCC327,N184
HCC327,CPA,0.484,CPA_HCC327,N184
HCC327,CPD,0.447,CPD_HCC327,N184
HCC327,INS,0.462,INS_HCC327,N184
HCC327,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC327,N184
HCC327,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC327,N184
HCC328,CNA,0.127,CNA_HCC328,N1832
HCC328,CND,0.179,CND_HCC328,N1832
HCC328,CFA,0.116,CFA_HCC328,N1832
HCC328,CFD,0.181,CFD_HCC328,N1832
HCC328,CPA,0.14,CPA_HCC328,N1832
HCC328,CPD,0.178,CPD_HCC328,N1832
HCC328,INS,0.145,INS_HCC328,N1832
HCC328,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC328,N1832
HCC328,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC328,N1832
HCC329,CNA,0.127,CNA_HCC329,N1830
HCC329,CND,0.179,CND_HCC329,N1830
HCC329,CFA,0.116,CFA_HCC329,N1830
HCC329,CFD,0.181,CFD_HCC329,N1830
HCC329,CPA,0.14,CPA_HCC329,N1830
HCC329,CPD,0.178,CPD_HCC329,N1830
HCC329,INS,0.145,INS_HCC329,N1830
HCC329,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC329,N1830
HCC329,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC329,N1830
HCC35,CNA,0.949,CNA_HCC35,Z9483
HCC35,CND,1.393,CND_HCC35,Z9483
HCC35,CFA,1.117,CFA_HCC35,Z9483
HCC35,CFD,0.573,CFD_HCC35,Z9483
HCC35,CPA,1.117,CPA_HCC35,Z9483
HCC35,CPD,2.74,CPD_HCC35,Z9483
HCC35,INS,1.106,INS_HCC35,Z9483
HCC35,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC35,Z9483
HCC35,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC35,Z9483
HCC36,CNA,0.166,CNA_HCC36,E0800
HCC36,CND,0.191,CND_HCC36,E0800
HCC36,CFA,0.186,CFA_HCC36,E0800
HCC36,CFD,0.235,CFD_HCC36,E0800
HCC36,CPA,0.166,CPA_HCC36,E0800
HCC36,CPD,0.21,CPD_HCC36,E0800
HCC36,INS,0.28,INS_HCC36,E0800
HCC36,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC36,E0800
HCC36,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC36,E0800
HCC37,CNA,0.166,CNA_HCC37,E0821
HCC37,CND,0.191,CND_HCC37,E0821
HCC37,CFA,0.186,CFA_HCC37,E0821
HCC37,CFD,0.235,CFD_HCC37,E0821
HCC37,CPA,0.166,CPA_HCC37,E0821
HCC37,CPD,0.21,CPD_HCC37,E0821
HCC37,INS,0.28,INS_HCC37,E0821
HCC37,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC37,E0821
HCC37,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC37,E0821
HCC379,CNA,1.965,CNA_HCC379,L89004
HCC379,CND,2.14,CND_HCC379,L89004
HCC379,CFA,2.58,CFA_HCC379,L89004
HCC379,CFD,2.57,CFD_HCC379,L89004
HCC379,CPA,2.349,CPA_HCC379,L89004
HCC379,CPD,2.349,CPD_HCC379,L89004
HCC379,INS,1.42,INS_HCC379,L89004
HCC379,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC379,L89004
HCC379,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC379,L89004
HCC38,CNA,0.166,CNA_HCC38,E08649
HCC38,CND,0.191,CND_HCC38,E08649
HCC38,CFA,0.186,CFA_HCC38,E08649
HCC38,CFD,0.235,CFD_HCC38,E08649
HCC38,CPA,0.166,CPA_HCC38,E08649
HCC38,CPD,0.21,CPD_HCC38,E08649
HCC38,INS,0.28,INS_HCC38,E08649
HCC38,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC38,E08649
HCC38,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC38,E08649
HCC380,CNA,1.078,CNA_HCC380,L97103
HCC380,CND,1.091,CND_HCC380,L97103
HCC380,CFA,1.422,CFA_HCC380,L97103
HCC380,CFD,1.285,CFD_HCC380,L97103
HCC380,CPA,1.268,CPA_HCC380,L97103
HCC380,CPD,1.378,CPD_HCC380,L97103
HCC380,INS,0.839,INS_HCC380,L97103
HCC380,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC380,L97103
HCC380,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC380,L97103
HCC381,CNA,1.075,CNA_HCC381,L89000
HCC381,CND,1.091,CND_HCC381,L89000
HCC381,CFA,1.379,CFA_HCC381,L89000
HCC381,CFD,1.192,CFD_HCC381,L89000
HCC381,CPA,1.136,CPA_HCC381,L89000
HCC381,CPD,1.089,CPD_HCC381,L89000
HCC381,INS,0.423,INS_HCC381,L89000
HCC381,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC381,L89000
HCC381,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC381,L89000
HCC382,CNA,0.838,CNA_HCC382,L89002
HCC382,CND,0.994,CND_HCC382,L89002
HCC382,CFA,1.029,CFA_HCC382,L89002
HCC382,CFD,0.935,CFD_HCC382,L89002
HCC382,CPA,0.845,CPA_HCC382,L89002
HCC382,CPD,0.937,CPD_HCC382,L89002
HCC382,INS,0.343,INS_HCC382,L89002
HCC382,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC382,L89002
HCC382,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC382,L89002
HCC383,CNA,0.646,CNA_HCC383,E08621
HCC383,CND,0.707,CND_HCC383,E08621
HCC383,CFA,0.89,CFA_HCC383,E08621
HCC383,CFD,0.707,CFD_HCC383,E08621
HCC383,CPA,0.66,CPA_HCC383,E08621
HCC383,CPD,0.654,CPD_HCC383,E08621
HCC383,INS,0.343,INS_HCC383,E08621
HCC383,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC383,E08621
HCC383,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC383,E08621
HCC385,CNA,1.291,CNA_HCC385,T3111
HCC385,CND,0.234,CND_HCC385,T3111
HCC385,CFA,2.362,CFA_HCC385,T3111
HCC385,CFD,0.857,CFD_HCC385,T3111
HCC385,CPA,0.0,CPA_HCC385,T3111
HCC385,CPD,0.204,CPD_HCC385,T3111
HCC385,INS,0.0,INS_HCC385,T3111
HCC385,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC385,T3111
HCC385,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC385,T3111
HCC387,CNA,0.406,CNA_HCC387,D863
HCC387,CND,0.302,CND_HCC387,D863
HCC387,CFA,0.658,CFA_HCC387,D863
HCC387,CFD,0.622,CFD_HCC387,D863
HCC387,CPA,0.477,CPA_HCC387,D863
HCC387,CPD,0.498,CPD_HCC387,D863
HCC387,INS,0.125,INS_HCC387,D863
HCC387,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC387,D863
HCC387,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC387,D863
HCC397,CNA,0.199,CNA_HCC397,S061X3A
HCC397,CND,0.15,CND_HCC397,S061X3A
HCC397,CFA,0.349,CFA_HCC397,S061X3A
HCC397,CFD,0.19,CFD_HCC397,S061X3A
HCC397,CPA,0.128,CPA_HCC397,S061X3A
HCC397,CPD,0.052,CPD_HCC397,S061X3A
HCC397,INS,0.085,INS_HCC397,S061X3A
HCC397,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC397,S061X3A
HCC397,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC397,S061X3A
HCC398,CNA,0.199,CNA_HCC398,S061X1A
HCC398,CND,0.15,CND_HCC398,S061X1A
HCC398,CFA,0.349,CFA_HCC398,S061X1A
HCC398,CFD,0.19,CFD_HCC398,S061X1A
HCC398,CPA,0.128,CPA_HCC398,S061X1A
HCC398,CPD,0.052,CPD_HCC398,S061X1A
HCC398,INS,0.085,INS_HCC398,S061X1A
HCC398,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC398,S061X1A
HCC398,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC398,S061X1A
HCC399,CNA,0.199,CNA_HCC399,P122
HCC399,CND,0.15,CND_HCC399,P122
HCC399,CFA,0.349,CFA_HCC399,P122
HCC399,CFD,0.19,CFD_HCC399,P122
HCC399,CPA,0.128,CPA_HCC399,P122
HCC399,CPD,0.052,CPD_HCC399,P122
HCC399,INS,0.085,INS_HCC399,P122
HCC399,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC399,P122
HCC399,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC399,P122
HCC401,CNA,0.522,CNA_HCC401,M4850XA
HCC401,CND,0.605,CND_HCC401,M4850XA
HCC401,CFA,0.622,CFA_HCC401,M4850XA
HCC401,CFD,0.559,CFD_HCC401,M4850XA
HCC401,CPA,0.538,CPA_HCC401,M4850XA
HCC401,CPD,0.412,CPD_HCC401,M4850XA
HCC401,INS,0.231,INS_HCC401,M4850XA
HCC401,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC401,M4850XA
HCC401,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC401,M4850XA
HCC402,CNA,0.467,CNA_HCC402,M80051A
HCC402,CND,0.561,CND_HCC402,M80051A
HCC402,CFA,0.561,CFA_HCC402,M80051A
HCC402,CFD,0.57,CFD_HCC402,M80051A
HCC402,CPA,0.499,CPA_HCC402,M80051A
HCC402,CPD,0.527,CPD_HCC402,M80051A
HCC402,INS,0.089,INS_HCC402,M80051A
HCC402,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC402,M80051A
HCC402,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC402,M80051A
HCC405,CNA,0.598,CNA_HCC405,S48011A
HCC405,CND,0.577,CND_HCC405,S48011A
HCC405,CFA,0.799,CFA_HCC405,S48011A
HCC405,CFD,0.844,CFD_HCC405,S48011A
HCC405,CPA,0.639,CPA_HCC405,S48011A
HCC405,CPD,0.698,CPD_HCC405,S48011A
HCC405,INS,0.284,INS_HCC405,S48011A
HCC405,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC405,S48011A
HCC405,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC405,S48011A
HCC409,CNA,0.598,CNA_HCC409,G546
HCC409,CND,0.562,CND_HCC409,G546
HCC409,CFA,0.799,CFA_HCC409,G546
HCC409,CFD,0.844,CFD_HCC409,G546
HCC409,CPA,0.604,CPA_HCC409,G546
HCC409,CPD,0.623,CPD_HCC409,G546
HCC409,INS,0.284,INS_HCC409,G546
HCC409,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC409,G546
HCC409,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC409,G546
HCC454,CNA,1.068,CNA_HCC454,D89810
HCC454,CND,0.452,CND_HCC454,D89810
HCC454,CFA,1.326,CFA_HCC454,D89810
HCC454,CFD,0.608,CFD_HCC454,D89810
HCC454,CPA,1.338,CPA_HCC454,D89810
HCC454,CPD,0.416,CPD_HCC454,D89810
HCC454,INS,1.596,INS_HCC454,D89810
HCC454,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC454,D89810
HCC454,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC454,D89810
HCC463,CNA,0.673,CNA_HCC463,K91850
HCC463,CND,0.914,CND_HCC463,K91850
HCC463,CFA,0.891,CFA_HCC463,K91850
HCC463,CFD,0.947,CFD_HCC463,K91850
HCC463,CPA,0.526,CPA_HCC463,K91850
HCC463,CPD,0.853,CPD_HCC463,K91850
HCC463,INS,0.634,INS_HCC463,K91850
HCC463,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC463,K91850
HCC463,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC463,K91850
HCC48,CNA,0.186,CNA_HCC48,E6601
HCC48,CND,0.144,CND_HCC48,E6601
HCC48,CFA,0.3,CFA_HCC48,E6601
HCC48,CFD,0.178,CFD_HCC48,E6601
HCC48,CPA,0.164,CPA_HCC48,E6601
HCC48,CPD,0.118,CPD_HCC48,E6601
HCC48,INS,0.442,INS_HCC48,E6601
HCC48,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC48,E6601
HCC48,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC48,E6601
HCC49,CNA,9.256,CNA_HCC49,E7402
HCC49,CND,13.778,CND_HCC49,E7402
HCC49,CFA,2.833,CFA_HCC49,E7402
HCC49,CFD,6.399,CFD_HCC49,E7402
HCC49,CPA,3.269,CPA_HCC49,E7402
HCC49,CPD,7.771,CPD_HCC49,E7402
HCC49,INS,1.528,INS_HCC49,E7402
HCC49,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC49,E7402
HCC49,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC49,E7402
HCC50,CNA,0.648,CNA_HCC50,E7253
HCC50,CND,0.883,CND_HCC50,E7253
HCC50,CFA,0.555,CFA_HCC50,E7253
HCC50,CFD,0.789,CFD_HCC50,E7253
HCC50,CPA,0.435,CPA_HCC50,E7253
HCC50,CPD,0.529,CPD_HCC50,E7253
HCC50,INS,0.362,INS_HCC50,E7253
HCC50,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC50,E7253
HCC50,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC50,E7253
HCC51,CNA,0.51,CNA_HCC51,E220
HCC51,CND,0.606,CND_HCC51,E220
HCC51,CFA,0.634,CFA_HCC51,E220
HCC51,CFD,0.654,CFD_HCC51,E220
HCC51,CPA,0.313,CPA_HCC51,E220
HCC51,CPD,0.393,CPD_HCC51,E220
HCC51,INS,0.62,INS_HCC51,E220
HCC51,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC51,E220
HCC51,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC51,E220
HCC6,CNA,0.381,CNA_HCC6,A072
HCC6,CND,0.763,CND_HCC6,A072
HCC6,CFA,0.588,CFA_HCC6,A072
HCC6,CFD,0.833,CFD_HCC6,A072
HCC6,CPA,0.518,CPA_HCC6,A072
HCC6,CPD,0.685,CPD_HCC6,A072
HCC6,INS,0.728,INS_HCC6,A072
HCC6,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC6,A072
HCC6,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC6,A072
HCC62,CNA,0.376,CNA_HCC62,T8640
HCC62,CND,0.184,CND_HCC62,T8640
HCC62,CFA,0.261,CFA_HCC62,T8640
HCC62,CFD,0.409,CFD_HCC62,T8640
HCC62,CPA,0.571,CPA_HCC62,T8640
HCC62,CPD,0.271,CPD_HCC62,T8640
HCC62,INS,0.593,INS_HCC62,T8640
HCC62,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC62,T8640
HCC62,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC62,T8640
HCC63,CNA,0.962,CNA_HCC63,I8500
HCC63,CND,1.032,CND_HCC63,I8500
HCC63,CFA,1.102,CFA_HCC63,I8500
HCC63,CFD,1.209,CFD_HCC63,I8500
HCC63,CPA,0.861,CPA_HCC63,I8500
HCC63,CPD,1.101,CPD_HCC63,I8500
HCC63,INS,0.894,INS_HCC63,I8500
HCC63,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC63,I8500
HCC63,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC63,I8500
HCC64,CNA,0.447,CNA_HCC64,K7030
HCC64,CND,0.383,CND_HCC64,K7030
HCC64,CFA,0.475,CFA_HCC64,K7030
HCC64,CFD,0.414,CFD_HCC64,K7030
HCC64,CPA,0.391,CPA_HCC64,K7030
HCC64,CPD,0.27,CPD_HCC64,K7030
HCC64,INS,0.378,INS_HCC64,K7030
HCC64,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC64,K7030
HCC64,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC64,K7030
HCC65,CNA,0.185,CNA_HCC65,B180
HCC65,CND,0.248,CND_HCC65,B180
HCC65,CFA,0.101,CFA_HCC65,B180
HCC65,CFD,0.22,CFD_HCC65,B180
HCC65,CPA,0.156,CPA_HCC65,B180
HCC65,CPD,0.189,CPD_HCC65,B180
HCC65,INS,0.378,INS_HCC65,B180
HCC65,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC65,B180
HCC65,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC65,B180
HCC68,CNA,0.388,CNA_HCC68,K743
HCC68,CND,0.383,CND_HCC68,K743
HCC68,CFA,0.085,CFA_HCC68,K743
HCC68,CFD,0.354,CFD_HCC68,K743
HCC68,CPA,0.391,CPA_HCC68,K743
HCC68,CPD,0.27,CPD_HCC68,K743
HCC68,INS,0.09,INS_HCC68,K743
HCC68,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC68,K743
HCC68,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC68,K743
HCC77,CNA,1.172,CNA_HCC77,T86850
HCC77,CND,6.301,CND_HCC77,T86850
HCC77,CFA,5.039,CFA_HCC77,T86850
HCC77,CFD,6.161,CFD_HCC77,T86850
HCC77,CPA,5.039,CPA_HCC77,T86850
HCC77,CPD,5.039,CPD_HCC77,T86850
HCC77,INS,5.089,INS_HCC77,T86850
HCC77,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC77,T86850
HCC77,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC77,T86850
HCC78,CNA,0.326,CNA_HCC78,A5485
HCC78,CND,0.534,CND_HCC78,A5485
HCC78,CFA,0.382,CFA_HCC78,A5485
HCC78,CFD,0.548,CFD_HCC78,A5485
HCC78,CPA,0.478,CPA_HCC78,A5485
HCC78,CPD,0.688,CPD_HCC78,A5485
HCC78,INS,0.38,INS_HCC78,A5485
HCC78,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC78,A5485
HCC78,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC78,A5485
HCC79,CNA,0.357,CNA_HCC79,K860
HCC79,CND,0.574,CND_HCC79,K860
HCC79,CFA,0.525,CFA_HCC79,K860
HCC79,CFD,0.799,CFD_HCC79,K860
HCC79,CPA,0.444,CPA_HCC79,K860
HCC79,CPD,0.709,CPD_HCC79,K860
HCC79,INS,0.218,INS_HCC79,K860
HCC79,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC79,K860
HCC79,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC79,K860
HCC80,CNA,0.55,CNA_HCC80,K5000
HCC80,CND,0.635,CND_HCC80,K5000
HCC80,CFA,0.49,CFA_HCC80,K5000
HCC80,CFD,0.651,CFD_HCC80,K5000
HCC80,CPA,0.479,CPA_HCC80,K5000
HCC80,CPD,0.603,CPD_HCC80,K5000
HCC80,INS,0.374,INS_HCC80,K5000
HCC80,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC80,K5000
HCC80,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC80,K5000
HCC81,CNA,0.244,CNA_HCC81,K5100
HCC81,CND,0.285,CND_HCC81,K5100
HCC81,CFA,0.201,CFA_HCC81,K5100
HCC81,CFD,0.286,CFD_HCC81,K5100
HCC81,CPA,0.205,CPA_HCC81,K5100
HCC81,CPD,0.237,CPD_HCC81,K5100
HCC81,INS,0.258,INS_HCC81,K5100
HCC81,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC81,K5100
HCC81,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC81,K5100
HCC92,CNA,0.479,CNA_HCC92,A0104
HCC92,CND,0.529,CND_HCC92,A0104
HCC92,CFA,0.611,CFA_HCC92,A0104
HCC92,CFD,0.632,CFD_HCC92,A0104
HCC92,CPA,0.471,CPA_HCC92,A0104
HCC92,CPD,0.539,CPD_HCC92,A0104
HCC92,INS,0.556,INS_HCC92,A0104
HCC92,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC92,A0104
HCC92,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC92,A0104
HCC93,CNA,0.617,CNA_HCC93,D8686
HCC93,CND,0.47,CND_HCC93,D8686
HCC93,CFA,0.439,CFA_HCC93,D8686
HCC93,CFD,0.384,CFD_HCC93,D8686
HCC93,CPA,0.405,CPA_HCC93,D8686
HCC93,CPD,0.288,CPD_HCC93,D8686
HCC93,INS,0.297,INS_HCC93,D8686
HCC93,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC93,D8686
HCC93,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC93,D8686
HCC94,CNA,0.268,CNA_HCC94,M0230
HCC94,CND,0.239,CND_HCC94,M0230
HCC94,CFA,0.237,CFA_HCC94,M0230
HCC94,CFD,0.25,CFD_HCC94,M0230
HCC94,CPA,0.224,CPA_HCC94,M0230
HCC94,CPD,0.196,CPD_HCC94,M0230
HCC94,INS,0.297,INS_HCC94,M0230
HCC94,NE,0.0,NE_NMCAID_NORIGDIS_NE_HCC94,M0230
HCC94,SNPNE,0.0,SNPNE_NMCAID_NORIGDIS_NE_HCC94,M0230
