coefficient_key,coefficient_value,coefficient_type,cms_label
INS_HCC111,0.311,disease,Chronic Obstructive Pulmonary Disease
CNA_HCC112,0.219,disease,Fibrosis of Lung and Other Chronic Lung Disorders
CND_HCC112,0.237,disease,Fibrosis of Lung and Other Chronic Lung Disorders
CFA_HCC112,0.161,disease,Fibrosis of Lung and Other Chronic Lung Disorders
CFD_HCC112,0.275,disease,Fibrosis of Lung and Other Chronic Lung Disorders
CPA_HCC112,0.200,disease,Fibrosis of Lung and Other Chronic Lung Disorders
CPD_HCC112,0.229,disease,Fibrosis of Lung and Other Chronic Lung Disorders
INS_HCC112,0.110,disease,Fibrosis of Lung and Other Chronic Lung Disorders
CNA_HCC114,0.517,disease,Aspiration and Specified Bacterial Pneumonias
CND_HCC114,0.236,disease,Aspiration and Specified Bacterial Pneumonias
CFA_HCC114,0.641,disease,Aspiration and Specified Bacterial Pneumonias
CFD_HCC114,0.375,disease,Aspiration and Specified Bacterial Pneumonias
CPA_HCC114,0.514,disease,Aspiration and Specified Bacterial Pneumonias
CPD_HCC114,0.198,disease,Aspiration and Specified Bacterial Pneumonias
INS_HCC114,0.156,disease,Aspiration and Specified Bacterial Pneumonias
CNA_HCC115,0.130,disease,"Pneumococcal Pneumonia, Empyema, Lung Abscess"
CND_HCC115,0.000,disease,"Pneumococcal Pneumonia, Empyema, Lung Abscess"
CFA_HCC115,0.258,disease,"Pneumococcal Pneumonia, Empyema, Lung Abscess"
CFD_HCC115,0.000,disease,"Pneumococcal Pneumonia, Empyema, Lung Abscess"
CPA_HCC115,0.093,disease,"Pneumococcal Pneumonia, Empyema, Lung Abscess"
CPD_HCC115,0.082,disease,"Pneumococcal Pneumonia, Empyema, Lung Abscess"
INS_HCC115,0.156,disease,"Pneumococcal Pneumonia, Empyema, Lung Abscess"
CNA_HCC122,0.222,disease,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
CND_HCC122,0.231,disease,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
CFA_HCC122,0.271,disease,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
CFD_HCC122,0.269,disease,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
CPA_HCC122,0.182,disease,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
CPD_HCC122,0.201,disease,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
INS_HCC122,0.394,disease,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
CNA_HCC124,0.521,disease,Exudative Macular Degeneration
CND_HCC124,0.314,disease,Exudative Macular Degeneration
CFA_HCC124,0.298,disease,Exudative Macular Degeneration
CFD_HCC124,0.145,disease,Exudative Macular Degeneration
CPA_HCC124,0.393,disease,Exudative Macular Degeneration
CPD_HCC124,0.158,disease,Exudative Macular Degeneration
INS_HCC124,0.217,disease,Exudative Macular Degeneration
CNA_HCC134,0.435,disease,Dialysis Status
CND_HCC134,0.406,disease,Dialysis Status
CFA_HCC134,0.683,disease,Dialysis Status
CFD_HCC134,0.594,disease,Dialysis Status
CPA_HCC134,0.446,disease,Dialysis Status
CPD_HCC134,0.480,disease,Dialysis Status
INS_HCC134,0.468,disease,Dialysis Status
CNA_HCC135,0.435,disease,Acute Renal Failure
CND_HCC135,0.406,disease,Acute Renal Failure
CFA_HCC135,0.683,disease,Acute Renal Failure
CFD_HCC135,0.594,disease,Acute Renal Failure
CPA_HCC135,0.446,disease,Acute Renal Failure
CPD_HCC135,0.480,disease,Acute Renal Failure
INS_HCC135,0.468,disease,Acute Renal Failure
CNA_HCC136,0.289,disease,"Chronic Kidney Disease, Stage 5"
CND_HCC136,0.231,disease,"Chronic Kidney Disease, Stage 5"
CFA_HCC136,0.260,disease,"Chronic Kidney Disease, Stage 5"
CFD_HCC136,0.323,disease,"Chronic Kidney Disease, Stage 5"
CPA_HCC136,0.280,disease,"Chronic Kidney Disease, Stage 5"
CPD_HCC136,0.261,disease,"Chronic Kidney Disease, Stage 5"
INS_HCC136,0.245,disease,"Chronic Kidney Disease, Stage 5"
CNA_HCC137,0.289,disease,"Chronic Kidney Disease, Severe (Stage 4)"
CND_HCC137,0.105,disease,"Chronic Kidney Disease, Severe (Stage 4)"
CFA_HCC137,0.260,disease,"Chronic Kidney Disease, Severe (Stage 4)"
CFD_HCC137,0.138,disease,"Chronic Kidney Disease, Severe (Stage 4)"
CPA_HCC137,0.280,disease,"Chronic Kidney Disease, Severe (Stage 4)"
CPD_HCC137,0.039,disease,"Chronic Kidney Disease, Severe (Stage 4)"
INS_HCC137,0.201,disease,"Chronic Kidney Disease, Severe (Stage 4)"
CNA_HCC138,0.069,disease,"Chronic Kidney Disease, Moderate (Stage 3)"
CND_HCC138,0.021,disease,"Chronic Kidney Disease, Moderate (Stage 3)"
CFA_HCC138,0.017,disease,"Chronic Kidney Disease, Moderate (Stage 3)"
CFD_HCC138,0.000,disease,"Chronic Kidney Disease, Moderate (Stage 3)"
CPA_HCC138,0.043,disease,"Chronic Kidney Disease, Moderate (Stage 3)"
CPD_HCC138,0.000,disease,"Chronic Kidney Disease, Moderate (Stage 3)"
INS_HCC138,0.092,disease,"Chronic Kidney Disease, Moderate (Stage 3)"
CNA_HCC157,2.028,disease,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
CND_HCC157,2.097,disease,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
CFA_HCC157,2.463,disease,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
CFD_HCC157,2.582,disease,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
CPA_HCC157,2.028,disease,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
CPD_HCC157,2.512,disease,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
INS_HCC157,0.854,disease,"Pressure Ulcer of Skin with Necrosis Through to Muscle, Tendon, or Bone"
CNA_HCC158,1.069,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CND_HCC158,1.212,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CFA_HCC158,1.471,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CFD_HCC158,1.380,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CPA_HCC158,1.162,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CPD_HCC158,0.925,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
INS_HCC158,0.322,disease,Pressure Ulcer of Skin with Full Thickness Skin Loss
CNA_HCC159,0.656,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CND_HCC159,0.628,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CFA_HCC159,0.863,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CFD_HCC159,0.467,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CPA_HCC159,0.649,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CPD_HCC159,0.824,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
INS_HCC159,0.322,disease,Pressure Ulcer of Skin with Partial Thickness Skin Loss
CNA_HCC161,0.515,disease,"Chronic Ulcer of Skin, Except Pressure"
CND_HCC161,0.592,disease,"Chronic Ulcer of Skin, Except Pressure"
CFA_HCC161,0.727,disease,"Chronic Ulcer of Skin, Except Pressure"
CFD_HCC161,0.583,disease,"Chronic Ulcer of Skin, Except Pressure"
CPA_HCC161,0.541,disease,"Chronic Ulcer of Skin, Except Pressure"
CPD_HCC161,0.542,disease,"Chronic Ulcer of Skin, Except Pressure"
INS_HCC161,0.294,disease,"Chronic Ulcer of Skin, Except Pressure"
CNA_HCC162,0.224,disease,Severe Skin Burn or Condition
CND_HCC162,0.506,disease,Severe Skin Burn or Condition
CFA_HCC162,0.162,disease,Severe Skin Burn or Condition
CFD_HCC162,0.308,disease,Severe Skin Burn or Condition
CPA_HCC162,0.000,disease,Severe Skin Burn or Condition
CPD_HCC162,0.324,disease,Severe Skin Burn or Condition
INS_HCC162,0.000,disease,Severe Skin Burn or Condition
CNA_HCC166,0.486,disease,Severe Head Injury
CND_HCC166,0.274,disease,Severe Head Injury
CFA_HCC166,0.511,disease,Severe Head Injury
CFD_HCC166,0.105,disease,Severe Head Injury
CPA_HCC166,0.729,disease,Severe Head Injury
CPD_HCC166,0.134,disease,Severe Head Injury
INS_HCC166,0.000,disease,Severe Head Injury
CNA_HCC167,0.077,disease,Major Head Injury
CND_HCC167,0.000,disease,Major Head Injury
CFA_HCC167,0.144,disease,Major Head Injury
CFD_HCC167,0.025,disease,Major Head Injury
CPA_HCC167,0.034,disease,Major Head Injury
CPD_HCC167,0.019,disease,Major Head Injury
INS_HCC167,0.000,disease,Major Head Injury
CNA_HCC169,0.476,disease,Vertebral Fractures without Spinal Cord Injury
CND_HCC169,0.369,disease,Vertebral Fractures without Spinal Cord Injury
CFA_HCC169,0.532,disease,Vertebral Fractures without Spinal Cord Injury
CFD_HCC169,0.377,disease,Vertebral Fractures without Spinal Cord Injury
CPA_HCC169,0.512,disease,Vertebral Fractures without Spinal Cord Injury
CPD_HCC169,0.336,disease,Vertebral Fractures without Spinal Cord Injury
INS_HCC169,0.250,disease,Vertebral Fractures without Spinal Cord Injury
CNA_HCC170,0.350,disease,Hip Fracture/Dislocation
CND_HCC170,0.394,disease,Hip Fracture/Dislocation
CFA_HCC170,0.409,disease,Hip Fracture/Dislocation
CFD_HCC170,0.469,disease,Hip Fracture/Dislocation
CPA_HCC170,0.354,disease,Hip Fracture/Dislocation
CPD_HCC170,0.333,disease,Hip Fracture/Dislocation
INS_HCC170,0.000,disease,Hip Fracture/Dislocation
CNA_HCC173,0.208,disease,Traumatic Amputations and Complications
CND_HCC173,0.172,disease,Traumatic Amputations and Complications
CFA_HCC173,0.221,disease,Traumatic Amputations and Complications
CFD_HCC173,0.525,disease,Traumatic Amputations and Complications
CPA_HCC173,0.176,disease,Traumatic Amputations and Complications
CPD_HCC173,0.180,disease,Traumatic Amputations and Complications
INS_HCC173,0.092,disease,Traumatic Amputations and Complications
CNA_HCC176,0.582,disease,Complications of Specified Implanted Device or Graft
CND_HCC176,0.911,disease,Complications of Specified Implanted Device or Graft
CFA_HCC176,0.680,disease,Complications of Specified Implanted Device or Graft
CFD_HCC176,0.982,disease,Complications of Specified Implanted Device or Graft
CPA_HCC176,0.520,disease,Complications of Specified Implanted Device or Graft
CPD_HCC176,0.832,disease,Complications of Specified Implanted Device or Graft
INS_HCC176,0.469,disease,Complications of Specified Implanted Device or Graft
CNA_HCC186,0.832,disease,Major Organ Transplant or Replacement Status
CND_HCC186,0.445,disease,Major Organ Transplant or Replacement Status
CFA_HCC186,0.728,disease,Major Organ Transplant or Replacement Status
CFD_HCC186,0.865,disease,Major Organ Transplant or Replacement Status
CPA_HCC186,0.438,disease,Major Organ Transplant or Replacement Status
CPD_HCC186,0.613,disease,Major Organ Transplant or Replacement Status
INS_HCC186,1.046,disease,Major Organ Transplant or Replacement Status
CNA_HCC188,0.534,disease,Artificial Openings for Feeding or Elimination
CND_HCC188,0.755,disease,Artificial Openings for Feeding or Elimination
CFA_HCC188,0.742,disease,Artificial Openings for Feeding or Elimination
CFD_HCC188,0.770,disease,Artificial Openings for Feeding or Elimination
CPA_HCC188,0.520,disease,Artificial Openings for Feeding or Elimination
CPD_HCC188,0.732,disease,Artificial Openings for Feeding or Elimination
INS_HCC188,0.514,disease,Artificial Openings for Feeding or Elimination
CNA_HCC189,0.519,disease,"Amputation Status, Lower Limb/Amputation Complications"
CND_HCC189,0.437,disease,"Amputation Status, Lower Limb/Amputation Complications"
CFA_HCC189,0.795,disease,"Amputation Status, Lower Limb/Amputation Complications"
CFD_HCC189,0.934,disease,"Amputation Status, Lower Limb/Amputation Complications"
CPA_HCC189,0.697,disease,"Amputation Status, Lower Limb/Amputation Complications"
CPD_HCC189,0.626,disease,"Amputation Status, Lower Limb/Amputation Complications"
INS_HCC189,0.357,disease,"Amputation Status, Lower Limb/Amputation Complications"
CNA_F0_34,0.000,demographic,Female 0-34
CND_F0_34,0.241,demographic,Female 0-34
CFA_F0_34,0.000,demographic,Female 0-34
CFD_F0_34,0.349,demographic,Female 0-34
CPA_F0_34,0.000,demographic,Female 0-34
CPD_F0_34,0.383,demographic,Female 0-34
INS_F0_34,0.902,demographic,Female 0-34
CNA_F35_44,0.000,demographic,Female 35-44
CND_F35_44,0.315,demographic,Female 35-44
CFA_F35_44,0.000,demographic,Female 35-44
CFD_F35_44,0.349,demographic,Female 35-44
CPA_F35_44,0.000,demographic,Female 35-44
CPD_F35_44,0.414,demographic,Female 35-44
INS_F35_44,1.105,demographic,Female 35-44
CNA_F45_54,0.000,demographic,Female 45-54
CND_F45_54,0.348,demographic,Female 45-54
CFA_F45_54,0.000,demographic,Female 45-54
CFD_F45_54,0.374,demographic,Female 45-54
CPA_F45_54,0.000,demographic,Female 45-54
CPD_F45_54,0.418,demographic,Female 45-54
INS_F45_54,1.043,demographic,Female 45-54
CNA_F55_59,0.000,demographic,Female 55-59
CND_F55_59,0.379,demographic,Female 55-59
CFA_F55_59,0.000,demographic,Female 55-59
CFD_F55_59,0.434,demographic,Female 55-59
CPA_F55_59,0.000,demographic,Female 55-59
CPD_F55_59,0.414,demographic,Female 55-59
INS_F55_59,1.065,demographic,Female 55-59
CNA_F60_64,0.000,demographic,Female 60-64
CND_F60_64,0.428,demographic,Female 60-64
CFA_F60_64,0.000,demographic,Female 60-64
CFD_F60_64,0.490,demographic,Female 60-64
CPA_F60_64,0.000,demographic,Female 60-64
CPD_F60_64,0.412,demographic,Female 60-64
INS_F60_64,1.067,demographic,Female 60-64
CNA_F65_69,0.323,demographic,Female 65-69
CND_F65_69,0.000,demographic,Female 65-69
CFA_F65_69,0.441,demographic,Female 65-69
CFD_F65_69,0.000,demographic,Female 65-69
CPA_F65_69,0.359,demographic,Female 65-69
CPD_F65_69,0.000,demographic,Female 65-69
INS_F65_69,1.245,demographic,Female 65-69
CNA_F70_74,0.386,demographic,Female 70-74
CND_F70_74,0.000,demographic,Female 70-74
CFA_F70_74,0.519,demographic,Female 70-74
CFD_F70_74,0.000,demographic,Female 70-74
CPA_F70_74,0.406,demographic,Female 70-74
CPD_F70_74,0.000,demographic,Female 70-74
INS_F70_74,1.150,demographic,Female 70-74
CNA_F75_79,0.451,demographic,Female 75-79
CND_F75_79,0.000,demographic,Female 75-79
CFA_F75_79,0.593,demographic,Female 75-79
CFD_F75_79,0.000,demographic,Female 75-79
CPA_F75_79,0.476,demographic,Female 75-79
CPD_F75_79,0.000,demographic,Female 75-79
INS_F75_79,1.014,demographic,Female 75-79
CNA_F80_84,0.528,demographic,Female 80-84
CND_F80_84,0.000,demographic,Female 80-84
CFA_F80_84,0.716,demographic,Female 80-84
CFD_F80_84,0.000,demographic,Female 80-84
CPA_F80_84,0.550,demographic,Female 80-84
CPD_F80_84,0.000,demographic,Female 80-84
INS_F80_84,0.882,demographic,Female 80-84
CNA_F85_89,0.641,demographic,Female 85-89
CND_F85_89,0.000,demographic,Female 85-89
CFA_F85_89,0.865,demographic,Female 85-89
CFD_F85_89,0.000,demographic,Female 85-89
CPA_F85_89,0.653,demographic,Female 85-89
CPD_F85_89,0.000,demographic,Female 85-89
INS_F85_89,0.798,demographic,Female 85-89
CNA_F90_94,0.783,demographic,Female 90-94
CND_F90_94,0.000,demographic,Female 90-94
CFA_F90_94,0.987,demographic,Female 90-94
CFD_F90_94,0.000,demographic,Female 90-94
CPA_F90_94,0.783,demographic,Female 90-94
CPD_F90_94,0.000,demographic,Female 90-94
INS_F90_94,0.668,demographic,Female 90-94
CNA_F95_GT,0.787,demographic,Female 95-GT
CND_F95_GT,0.000,demographic,Female 95-GT
CFA_F95_GT,1.041,demographic,Female 95-GT
CFD_F95_GT,0.000,demographic,Female 95-GT
CPA_F95_GT,0.873,demographic,Female 95-GT
CPD_F95_GT,0.000,demographic,Female 95-GT
INS_F95_GT,0.501,demographic,Female 95-GT
CNA_M0_34,0.000,demographic,Male 0-34
CND_M0_34,0.156,demographic,Male 0-34
CFA_M0_34,0.000,demographic,Male 0-34
CFD_M0_34,0.240,demographic,Male 0-34
CPA_M0_34,0.000,demographic,Male 0-34
CPD_M0_34,0.389,demographic,Male 0-34
INS_M0_34,1.101,demographic,Male 0-34
CNA_M35_44,0.000,demographic,Male 35-44
CND_M35_44,0.199,demographic,Male 35-44
CFA_M35_44,0.000,demographic,Male 35-44
CFD_M35_44,0.235,demographic,Male 35-44
CPA_M35_44,0.000,demographic,Male 35-44
CPD_M35_44,0.282,demographic,Male 35-44
INS_M35_44,1.002,demographic,Male 35-44
CNA_M45_54,0.000,demographic,Male 45-54
CND_M45_54,0.241,demographic,Male 45-54
CFA_M45_54,0.000,demographic,Male 45-54
CFD_M45_54,0.307,demographic,Male 45-54
CPA_M45_54,0.000,demographic,Male 45-54
CPD_M45_54,0.313,demographic,Male 45-54
INS_M45_54,0.965,demographic,Male 45-54
CNA_M55_59,0.000,demographic,Male 55-59
CND_M55_59,0.287,demographic,Male 55-59
CFA_M55_59,0.000,demographic,Male 55-59
CFD_M55_59,0.402,demographic,Male 55-59
CPA_M55_59,0.000,demographic,Male 55-59
CPD_M55_59,0.340,demographic,Male 55-59
INS_M55_59,1.017,demographic,Male 55-59
CNA_M60_64,0.000,demographic,Male 60-64
CND_M60_64,0.330,demographic,Male 60-64
CFA_M60_64,0.000,demographic,Male 60-64
CFD_M60_64,0.526,demographic,Male 60-64
CPA_M60_64,0.000,demographic,Male 60-64
CPD_M60_64,0.373,demographic,Male 60-64
INS_M60_64,1.061,demographic,Male 60-64
CNA_M65_69,0.308,demographic,Male 65-69
CND_M65_69,0.000,demographic,Male 65-69
CFA_M65_69,0.494,demographic,Male 65-69
CFD_M65_69,0.000,demographic,Male 65-69
CPA_M65_69,0.370,demographic,Male 65-69
CPD_M65_69,0.000,demographic,Male 65-69
INS_M65_69,1.288,demographic,Male 65-69
CNA_M70_74,0.394,demographic,Male 70-74
CND_M70_74,0.000,demographic,Male 70-74
CFA_M70_74,0.600,demographic,Male 70-74
CFD_M70_74,0.000,demographic,Male 70-74
CPA_M70_74,0.427,demographic,Male 70-74
CPD_M70_74,0.000,demographic,Male 70-74
INS_M70_74,1.329,demographic,Male 70-74
CNA_M75_79,0.473,demographic,Male 75-79
CND_M75_79,0.000,demographic,Male 75-79
CFA_M75_79,0.710,demographic,Male 75-79
CFD_M75_79,0.000,demographic,Male 75-79
CPA_M75_79,0.500,demographic,Male 75-79
CPD_M75_79,0.000,demographic,Male 75-79
INS_M75_79,1.317,demographic,Male 75-79
CNA_M80_84,0.556,demographic,Male 80-84
CND_M80_84,0.000,demographic,Male 80-84
CFA_M80_84,0.803,demographic,Male 80-84
CFD_M80_84,0.000,demographic,Male 80-84
CPA_M80_84,0.544,demographic,Male 80-84
CPD_M80_84,0.000,demographic,Male 80-84
INS_M80_84,1.207,demographic,Male 80-84
CNA_M85_89,0.686,demographic,Male 85-89
CND_M85_89,0.000,demographic,Male 85-89
CFA_M85_89,1.000,demographic,Male 85-89
CFD_M85_89,0.000,demographic,Male 85-89
CPA_M85_89,0.659,demographic,Male 85-89
CPD_M85_89,0.000,demographic,Male 85-89
INS_M85_89,1.122,demographic,Male 85-89
CNA_M90_94,0.841,demographic,Male 90-94
CND_M90_94,0.000,demographic,Male 90-94
CFA_M90_94,1.142,demographic,Male 90-94
CFD_M90_94,0.000,demographic,Male 90-94
CPA_M90_94,0.834,demographic,Male 90-94
CPD_M90_94,0.000,demographic,Male 90-94
INS_M90_94,0.989,demographic,Male 90-94
CNA_M95_GT,0.986,demographic,Male 95-GT
CND_M95_GT,0.000,demographic,Male 95-GT
CFA_M95_GT,1.267,demographic,Male 95-GT
CFD_M95_GT,0.000,demographic,Male 95-GT
CPA_M95_GT,1.047,demographic,Male 95-GT
CPD_M95_GT,0.000,demographic,Male 95-GT
INS_M95_GT,0.821,demographic,Male 95-GT
CNA_ORIGDIS_FEMALE,0.250,orig_disabled,Originally Disabled Female
CND_ORIGDIS_FEMALE,0.000,orig_disabled,Originally Disabled Female
CFA_ORIGDIS_FEMALE,0.173,orig_disabled,Originally Disabled Female
CFD_ORIGDIS_FEMALE,0.000,orig_disabled,Originally Disabled Female
CPA_ORIGDIS_FEMALE,0.136,orig_disabled,Originally Disabled Female
CPD_ORIGDIS_FEMALE,0.000,orig_disabled,Originally Disabled Female
INS_ORIGDIS_FEMALE,0.000,orig_disabled,Originally Disabled Female
CNA_ORIGDIS_MALE,0.147,orig_disabled,Originally Disabled Male
CND_ORIGDIS_MALE,0.000,orig_disabled,Originally Disabled Male
CFA_ORIGDIS_MALE,0.182,orig_disabled,Originally Disabled Male
CFD_ORIGDIS_MALE,0.000,orig_disabled,Originally Disabled Male
CPA_ORIGDIS_MALE,0.083,orig_disabled,Originally Disabled Male
CPD_ORIGDIS_MALE,0.000,orig_disabled,Originally Disabled Male
INS_ORIGDIS_MALE,0.000,orig_disabled,Originally Disabled Male
