coefficient_key,coefficient_value,coefficient_type,segment,cms_label
ActAdj_DUR4_9,0.905,demographic,ActAdj,Actuarial Adjustment for the Functioning Graft New Enrollee Duration Since Transplant of 4-9 Months
ActAdj_DUR10PL,0.698,demographic,ActAdj,Actuarial Adjustment for the Functioning Graft New Enrollee Duration Since Transplant of 10 Months or More
DI_F0_34,0.644,demographic,DI,Female 0-34
DI_F35_44,0.630,demographic,DI,Female 35-44
DI_F45_54,0.564,demographic,DI,Female 45-54
DI_F55_59,0.570,demographic,DI,Female 55-59
DI_F60_64,0.569,demographic,DI,Female 60-64
DI_F65_69,0.630,demographic,DI,Female 65-69
DI_F70_74,0.624,demographic,DI,Female 70-74
DI_F75_79,0.617,demographic,DI,Female 75-79
DI_F80_84,0.661,demographic,DI,Female 80-84
DI_F85_89,0.629,demographic,DI,Female 85-89
DI_F90_94,0.629,demographic,DI,Female 90-94
DI_F95_GT,0.629,demographic,DI,Female 95+
DI_M0_34,0.616,demographic,DI,Male 0-34
DI_M35_44,0.604,demographic,DI,Male 35-44
DI_M45_54,0.551,demographic,DI,Male 45-54
DI_M55_59,0.557,demographic,DI,Male 55-59
DI_M60_64,0.569,demographic,DI,Male 60-64
DI_M65_69,0.577,demographic,DI,Male 65-69
DI_M70_74,0.551,demographic,DI,Male 70-74
DI_M75_79,0.601,demographic,DI,Male 75-79
DI_M80_84,0.635,demographic,DI,Male 80-84
DI_M85_89,0.635,demographic,DI,Male 85-89
DI_M90_94,0.635,demographic,DI,Male 90-94
DI_M95_GT,0.635,demographic,DI,Male 95+
DI_FBDual_Female_Aged,0.060,demographic,DI,Full Benefit Dual Female Aged
DI_FBDual_Female_NonAged,0.082,demographic,DI,Full Benefit Dual Female NonAged
DI_FBDual_Male_Aged,0.128,demographic,DI,Full Benefit Dual Male Aged
DI_FBDual_Male_NonAged,0.076,demographic,DI,Full Benefit Dual Male NonAged
DI_PBDual_Female_Aged,0.000,demographic,DI,Partial Benefit Dual Female Aged
DI_PBDual_Female_NonAged,0.000,demographic,DI,Partial Benefit Dual Female NonAged
DI_PBDual_Male_Aged,0.000,demographic,DI,Partial Benefit Dual Male Aged
DI_PBDual_Male_NonAged,0.000,demographic,DI,Partial Benefit Dual Male NonAged
DI_OriginallyDisabled_Female,0.024,demographic,DI,Originally Disabled Female
DI_OriginallyDisabled_Male,0.000,demographic,DI,Originally Disabled Male
DI_Originally_ESRD_Female,-0.024,demographic,DI,Originally ESRD Female
DI_Originally_ESRD_Male,0.017,demographic,DI,Originally ESRD Male
DI_LTI_Aged,0.020,demographic,DI,Institutional/Aged
DI_LTI_NonAged,0.098,interaction,DI,Institutional/NonAged
DI_HCC1,0.122,disease,DI,HIV/AIDS
DI_HCC2,0.087,disease,DI,Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock
DI_HCC6,0.076,disease,DI,Opportunistic Infections
DI_HCC8,0.353,disease,DI,Metastatic Cancer and Acute Leukemia
DI_HCC9,0.181,disease,DI,Lung and Other Severe Cancers
DI_HCC10,0.111,disease,DI,Lymphoma and Other Cancers
DI_HCC11,0.059,disease,DI,Colorectal/Bladder/and Other Cancers
DI_HCC12,0.045,disease,DI,Breast/Prostate/and Other Cancers and Tumors
DI_HCC17,0.084,disease,DI,Diabetes with Acute Complications
DI_HCC18,0.084,disease,DI,Diabetes with Chronic Complications
DI_HCC19,0.084,disease,DI,Diabetes without Complication
DI_HCC21,0.068,disease,DI,Protein-Calorie Malnutrition
DI_HCC22,0.081,disease,DI,Morbid Obesity
DI_HCC23,0.036,disease,DI,Other Significant Endocrine and Metabolic Disorders
DI_HCC27,0.196,disease,DI,End-Stage Liver Disease
DI_HCC28,0.069,disease,DI,Cirrhosis of Liver
DI_HCC29,0.061,disease,DI,Chronic Hepatitis
DI_HCC33,0.078,disease,DI,Intestinal Obstruction/Perforation
DI_HCC34,0.068,disease,DI,Chronic Pancreatitis
DI_HCC35,0.048,disease,DI,Inflammatory Bowel Disease
DI_HCC39,0.092,disease,DI,Bone/Joint/Muscle Infections/Necrosis
DI_HCC40,0.058,disease,DI,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease
DI_HCC46,0.223,disease,DI,Severe Hematological Disorders
DI_HCC47,0.078,disease,DI,Disorders of Immunity
DI_HCC48,0.063,disease,DI,Coagulation Defects and Other Specified Hematological Disorders
DI_HCC51,0.042,disease,DI,Dementia With Complications
DI_HCC52,0.042,disease,DI,Dementia Without Complication
DI_HCC54,0.111,disease,DI,Substance Use with Psychotic Complications
DI_HCC55,0.111,disease,DI,Substance Use Disorder/Moderate/Severe/Substance Use with Complications
DI_HCC56,0.111,disease,DI,Substance Use Disorder/Mild/Except Alcohol and Cannabis
DI_HCC57,0.111,disease,DI,Schizophrenia
DI_HCC58,0.111,disease,DI,Reactive and Unspecified Psychosis
DI_HCC59,0.066,disease,DI,Major Depressive/Bipolar/and Paranoid Disorders
DI_HCC60,0.066,disease,DI,Personality Disorders
DI_HCC70,0.185,disease,DI,Quadriplegia
DI_HCC71,0.151,disease,DI,Paraplegia
DI_HCC72,0.099,disease,DI,Spinal Cord Disorders/Injuries
DI_HCC73,0.213,disease,DI,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease
DI_HCC74,0.057,disease,DI,Cerebral Palsy
DI_HCC75,0.074,disease,DI,Myasthenia Gravis/Myoneural Disorders and Guillain-Barre Syndrome/Inflammatory and Toxic Neuropathy
DI_HCC76,0.136,disease,DI,Muscular Dystrophy
DI_HCC77,0.111,disease,DI,Multiple Sclerosis
DI_HCC78,0.079,disease,DI,Parkinsons and Huntingtons Diseases
DI_HCC79,0.053,disease,DI,Seizure Disorders and Convulsions
DI_HCC80,0.076,disease,DI,Coma/Brain Compression/Anoxic Damage
DI_HCC82,0.161,disease,DI,Respirator Dependence/Tracheostomy Status
DI_HCC83,0.112,disease,DI,Respiratory Arrest
DI_HCC84,0.061,disease,DI,Cardio-Respiratory Failure and Shock
DI_HCC85,0.063,disease,DI,Congestive Heart Failure
DI_HCC86,0.151,disease,DI,Acute Myocardial Infarction
DI_HCC87,0.120,disease,DI,Unstable Angina and Other Acute Ischemic Heart Disease
DI_HCC88,0.043,disease,DI,Angina Pectoris
DI_HCC96,0.049,disease,DI,Specified Heart Arrhythmias
DI_HCC99,0.062,disease,DI,Intracranial Hemorrhage
DI_HCC100,0.062,disease,DI,Ischemic or Unspecified Stroke
DI_HCC103,0.071,disease,DI,Hemiplegia/Hemiparesis
DI_HCC104,0.047,disease,DI,Monoplegia/Other Paralytic Syndromes
DI_HCC106,0.358,disease,DI,Atherosclerosis of the Extremities with Ulceration or Gangrene
DI_HCC107,0.144,disease,DI,Vascular Disease with Complications
DI_HCC108,0.073,disease,DI,Vascular Disease
DI_HCC110,0.125,disease,DI,Cystic Fibrosis
DI_HCC111,0.058,disease,DI,Chronic Obstructive Pulmonary Disease
DI_HCC112,0.058,disease,DI,Fibrosis of Lung and Other Chronic Lung Disorders
DI_HCC114,0.090,disease,DI,Aspiration and Specified Bacterial Pneumonias
DI_HCC115,0.030,disease,DI,Pneumococcal Pneumonia/Empyema/Lung Abscess
DI_HCC122,0.006,disease,DI,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
DI_HCC124,0.057,disease,DI,Exudative Macular Degeneration
DI_HCC134,0.000,disease,DI,Dialysis Status
DI_HCC135,0.000,disease,DI,Acute Renal Failure
DI_HCC136,0.000,disease,DI,Chronic Kidney Disease/Stage 5
DI_HCC137,0.000,disease,DI,Chronic Kidney Disease/Severe (Stage 4)
DI_HCC138,0.000,disease,DI,Chronic Kidney Disease/Moderate (Stage 3)
DI_HCC157,0.219,disease,DI,Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone
DI_HCC158,0.158,disease,DI,Pressure Ulcer of Skin with Full Thickness Skin Loss
DI_HCC159,0.127,disease,DI,Pressure Ulcer of Skin with Partial Thickness Skin Loss
DI_HCC161,0.127,disease,DI,Chronic Ulcer of Skin/Except Pressure
DI_HCC162,0.155,disease,DI,Severe Skin Burn or Condition
DI_HCC166,0.076,disease,DI,Severe Head Injury
DI_HCC167,0.043,disease,DI,Major Head Injury
DI_HCC169,0.099,disease,DI,Vertebral Fractures without Spinal Cord Injury
DI_HCC170,0.063,disease,DI,Hip Fracture/Dislocation
DI_HCC173,0.050,disease,DI,Traumatic Amputations and Complications
DI_HCC176,0.000,disease,DI,Complications of Specified Implanted Device or Graft
DI_HCC186,0.138,disease,DI,Major Organ Transplant or Replacement Status
DI_HCC188,0.087,disease,DI,Artificial Openings for Feeding or Elimination
DI_HCC189,0.081,disease,DI,Amputation Status/Lower Limb/Amputation Complications
DI_HCC47_gCancer,0.048,interaction,DI,Immune Disorders*Cancer
DI_DIABETES_CHF,0.000,interaction,DI,Congestive Heart Failure*Diabetes
DI_CHF_gCopdCF,0.003,interaction,DI,Congestive Heart Failure*Chronic Obstructive Pulmonary Disease
DI_HCC85_gRenal_V24,0.000,interaction,DI,Congestive Heart Failure*Renal
DI_gCopdCF_CARD_RESP_FAIL,0.029,interaction,DI,Cardiorespiratory Failure*Chronic Obstructive Pulmonary Disease
DI_HCC85_HCC96,0.050,disease,DI,Congestive Heart Failure*Specified Heart Arrhythmias
DI_NONAGED_gSubUseDs_gPsych,0.055,interaction,DI,NonAged/Substance Use*Psychiatric
DI_NONAGED_HCC6,0.043,disease,DI,NonAged/Opportunistic Infections
DI_NONAGED_HCC34,0.128,disease,DI,NonAged/Chronic Pancreatitis
DI_NONAGED_HCC46,0.220,disease,DI,NonAged/Severe Hematological Disorders
DI_NONAGED_HCC110,0.657,disease,DI,NonAged/Cystic Fibrosis
DI_NONAGED_HCC176,0.041,disease,DI,NonAged/Complications of Specified Implanted Device or Graft
DNE_ND_PBD_NORIGDIS_NEF0_34,0.760,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 0-34
DNE_ND_PBD_NORIGDIS_NEF35_44,0.747,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 35-44
DNE_ND_PBD_NORIGDIS_NEF45_54,0.741,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 45-54
DNE_ND_PBD_NORIGDIS_NEF55_59,0.728,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 55-59
DNE_ND_PBD_NORIGDIS_NEF60_64,0.768,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 60-64
DNE_ND_PBD_NORIGDIS_NEF65_69,0.936,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 65-69
DNE_ND_PBD_NORIGDIS_NEF70_74,0.963,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 70-74
DNE_ND_PBD_NORIGDIS_NEF75_79,0.963,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 75-79
DNE_ND_PBD_NORIGDIS_NEF80_84,0.991,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 80-84
DNE_ND_PBD_NORIGDIS_NEF85_GT,0.963,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Female 85+
DNE_ND_PBD_NORIGDIS_NEM0_34,0.720,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 0-34
DNE_ND_PBD_NORIGDIS_NEM35_44,0.708,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 35-44
DNE_ND_PBD_NORIGDIS_NEM45_54,0.690,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 45-54
DNE_ND_PBD_NORIGDIS_NEM55_59,0.718,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 55-59
DNE_ND_PBD_NORIGDIS_NEM60_64,0.755,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 60-64
DNE_ND_PBD_NORIGDIS_NEM65_69,0.891,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 65-69
DNE_ND_PBD_NORIGDIS_NEM70_74,0.868,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 70-74
DNE_ND_PBD_NORIGDIS_NEM75_79,0.937,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 75-79
DNE_ND_PBD_NORIGDIS_NEM80_84,0.982,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 80-84
DNE_ND_PBD_NORIGDIS_NEM85_GT,0.978,interaction,DNE,NonDual or Partial Benefit Dual -- Not Originally Disabled Male 85+
DNE_FBD_NORIGDIS_NEF0_34,0.981,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 0-34
DNE_FBD_NORIGDIS_NEF35_44,0.944,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 35-44
DNE_FBD_NORIGDIS_NEF45_54,0.869,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 45-54
DNE_FBD_NORIGDIS_NEF55_59,0.892,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 55-59
DNE_FBD_NORIGDIS_NEF60_64,0.892,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 60-64
DNE_FBD_NORIGDIS_NEF65_69,1.094,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 65-69
DNE_FBD_NORIGDIS_NEF70_74,1.102,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 70-74
DNE_FBD_NORIGDIS_NEF75_79,1.142,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 75-79
DNE_FBD_NORIGDIS_NEF80_84,1.189,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 80-84
DNE_FBD_NORIGDIS_NEF85_GT,1.154,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Female 85+
DNE_FBD_NORIGDIS_NEM0_34,0.883,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 0-34
DNE_FBD_NORIGDIS_NEM35_44,0.883,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 35-44
DNE_FBD_NORIGDIS_NEM45_54,0.827,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 45-54
DNE_FBD_NORIGDIS_NEM55_59,0.862,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 55-59
DNE_FBD_NORIGDIS_NEM60_64,0.881,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 60-64
DNE_FBD_NORIGDIS_NEM65_69,1.121,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 65-69
DNE_FBD_NORIGDIS_NEM70_74,1.082,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 70-74
DNE_FBD_NORIGDIS_NEM75_79,1.171,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 75-79
DNE_FBD_NORIGDIS_NEM80_84,1.181,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 80-84
DNE_FBD_NORIGDIS_NEM85_GT,1.181,interaction,DNE,Full Benefit Dual -- Not Originally Disabled Male 85+
DNE_ND_PBD_ORIGDIS_NEF0_34,0.938,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 0-34
DNE_ND_PBD_ORIGDIS_NEF35_44,0.938,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 35-44
DNE_ND_PBD_ORIGDIS_NEF45_54,0.938,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 45-54
DNE_ND_PBD_ORIGDIS_NEF55_59,0.938,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 55-59
DNE_ND_PBD_ORIGDIS_NEF60_64,0.938,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 60-64
DNE_ND_PBD_ORIGDIS_NEF65_69,1.049,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 65-69
DNE_ND_PBD_ORIGDIS_NEF70_74,1.036,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 70-74
DNE_ND_PBD_ORIGDIS_NEF75_79,1.018,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 75-79
DNE_ND_PBD_ORIGDIS_NEF80_84,1.018,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 80-84
DNE_ND_PBD_ORIGDIS_NEF85_GT,1.018,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Female 85+
DNE_ND_PBD_ORIGDIS_NEM0_34,0.944,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 0-34
DNE_ND_PBD_ORIGDIS_NEM35_44,0.944,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 35-44
DNE_ND_PBD_ORIGDIS_NEM45_54,0.851,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 45-54
DNE_ND_PBD_ORIGDIS_NEM55_59,0.847,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 55-59
DNE_ND_PBD_ORIGDIS_NEM60_64,0.859,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 60-64
DNE_ND_PBD_ORIGDIS_NEM65_69,0.921,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 65-69
DNE_ND_PBD_ORIGDIS_NEM70_74,0.902,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 70-74
DNE_ND_PBD_ORIGDIS_NEM75_79,1.004,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 75-79
DNE_ND_PBD_ORIGDIS_NEM80_84,1.004,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 80-84
DNE_ND_PBD_ORIGDIS_NEM85_GT,1.004,interaction,DNE,NonDual or Partial Benefit Dual and Originally Disabled Male 85+
DNE_FBD_ORIGDIS_NEF0_34,1.207,interaction,DNE,Full Benefit Dual and Originally Disabled Female 0-34
DNE_FBD_ORIGDIS_NEF35_44,1.207,interaction,DNE,Full Benefit Dual and Originally Disabled Female 35-44
DNE_FBD_ORIGDIS_NEF45_54,1.118,interaction,DNE,Full Benefit Dual and Originally Disabled Female 45-54
DNE_FBD_ORIGDIS_NEF55_59,1.118,interaction,DNE,Full Benefit Dual and Originally Disabled Female 55-59
DNE_FBD_ORIGDIS_NEF60_64,1.118,interaction,DNE,Full Benefit Dual and Originally Disabled Female 60-64
DNE_FBD_ORIGDIS_NEF65_69,1.217,interaction,DNE,Full Benefit Dual and Originally Disabled Female 65-69
DNE_FBD_ORIGDIS_NEF70_74,1.196,interaction,DNE,Full Benefit Dual and Originally Disabled Female 70-74
DNE_FBD_ORIGDIS_NEF75_79,1.196,interaction,DNE,Full Benefit Dual and Originally Disabled Female 75-79
DNE_FBD_ORIGDIS_NEF80_84,1.196,interaction,DNE,Full Benefit Dual and Originally Disabled Female 80-84
DNE_FBD_ORIGDIS_NEF85_GT,1.196,interaction,DNE,Full Benefit Dual and Originally Disabled Female 85+
DNE_FBD_ORIGDIS_NEM0_34,1.074,interaction,DNE,Full Benefit Dual and Originally Disabled Male 0-34
DNE_FBD_ORIGDIS_NEM35_44,1.074,interaction,DNE,Full Benefit Dual and Originally Disabled Male 35-44
DNE_FBD_ORIGDIS_NEM45_54,1.074,interaction,DNE,Full Benefit Dual and Originally Disabled Male 45-54
DNE_FBD_ORIGDIS_NEM55_59,1.096,interaction,DNE,Full Benefit Dual and Originally Disabled Male 55-59
DNE_FBD_ORIGDIS_NEM60_64,1.126,interaction,DNE,Full Benefit Dual and Originally Disabled Male 60-64
DNE_FBD_ORIGDIS_NEM65_69,1.258,interaction,DNE,Full Benefit Dual and Originally Disabled Male 65-69
DNE_FBD_ORIGDIS_NEM70_74,1.258,interaction,DNE,Full Benefit Dual and Originally Disabled Male 70-74
DNE_FBD_ORIGDIS_NEM75_79,1.258,interaction,DNE,Full Benefit Dual and Originally Disabled Male 75-79
DNE_FBD_ORIGDIS_NEM80_84,1.258,interaction,DNE,Full Benefit Dual and Originally Disabled Male 80-84
DNE_FBD_ORIGDIS_NEM85_GT,1.258,interaction,DNE,Full Benefit Dual and Originally Disabled Male 85+
GNPA_F65_69,0.301,demographic,GNPA,Female 65-69
GNPA_F70_74,0.359,demographic,GNPA,Female 70-74
GNPA_F75_79,0.420,demographic,GNPA,Female 75-79
GNPA_F80_84,0.474,demographic,GNPA,Female 80-84
GNPA_F85_89,0.570,demographic,GNPA,Female 85-89
GNPA_F90_94,0.678,demographic,GNPA,Female 90-94
GNPA_F95_GT,0.686,demographic,GNPA,Female 95+
GNPA_M65_69,0.303,demographic,GNPA,Male 65-69
GNPA_M70_74,0.358,demographic,GNPA,Male 70-74
GNPA_M75_79,0.451,demographic,GNPA,Male 75-79
GNPA_M80_84,0.512,demographic,GNPA,Male 80-84
GNPA_M85_89,0.599,demographic,GNPA,Male 85-89
GNPA_M90_94,0.730,demographic,GNPA,Male 90-94
GNPA_M95_GT,0.825,demographic,GNPA,Male 95+
GNPA_OriginallyDisabled_Female,0.219,demographic,GNPA,Originally Disabled Female
GNPA_OriginallyDisabled_Male,0.125,demographic,GNPA,Originally Disabled Male
GNPA_HCC1,0.292,disease,GNPA,HIV/AIDS
GNPA_HCC2,0.324,disease,GNPA,Septicemia/Sepsis/Systemic Inflammatory Response Syndrome/Shock
GNPA_HCC6,0.364,disease,GNPA,Opportunistic Infections
GNPA_HCC8,3.057,disease,GNPA,Metastatic Cancer and Acute Leukemia
GNPA_HCC9,1.226,disease,GNPA,Lung and Other Severe Cancers
GNPA_HCC10,0.608,disease,GNPA,Lymphoma and Other Cancers
GNPA_HCC11,0.312,disease,GNPA,Colorectal/Bladder/and Other Cancers
GNPA_HCC12,0.162,disease,GNPA,Breast/Prostate/and Other Cancers and Tumors
GNPA_HCC17,0.219,disease,GNPA,Diabetes with Acute Complications
GNPA_HCC18,0.219,disease,GNPA,Diabetes with Chronic Complications
GNPA_HCC19,0.073,disease,GNPA,Diabetes without Complication
GNPA_HCC21,0.549,disease,GNPA,Protein-Calorie Malnutrition
GNPA_HCC22,0.171,disease,GNPA,Morbid Obesity
GNPA_HCC23,0.217,disease,GNPA,Other Significant Endocrine and Metabolic Disorders
GNPA_HCC27,0.886,disease,GNPA,End-Stage Liver Disease
GNPA_HCC28,0.340,disease,GNPA,Cirrhosis of Liver
GNPA_HCC29,0.146,disease,GNPA,Chronic Hepatitis
GNPA_HCC33,0.250,disease,GNPA,Intestinal Obstruction/Perforation
GNPA_HCC34,0.318,disease,GNPA,Chronic Pancreatitis
GNPA_HCC35,0.350,disease,GNPA,Inflammatory Bowel Disease
GNPA_HCC39,0.431,disease,GNPA,Bone/Joint/Muscle Infections/Necrosis
GNPA_HCC40,0.414,disease,GNPA,Rheumatoid Arthritis and Inflammatory Connective Tissue Disease
GNPA_HCC46,1.346,disease,GNPA,Severe Hematological Disorders
GNPA_HCC47,0.640,disease,GNPA,Disorders of Immunity
GNPA_HCC48,0.192,disease,GNPA,Coagulation Defects and Other Specified Hematological Disorders
GNPA_HCC51,0.314,disease,GNPA,Dementia With Complications
GNPA_HCC52,0.314,disease,GNPA,Dementia Without Complication
GNPA_HCC54,0.274,disease,GNPA,Substance Use with Psychotic Complications
GNPA_HCC55,0.274,disease,GNPA,Substance Use Disorder/Moderate/Severe/Substance Use with Complications
GNPA_HCC56,0.274,disease,GNPA,Substance Use Disorder/Mild/Except Alcohol and Cannabis
GNPA_HCC57,0.507,disease,GNPA,Schizophrenia
GNPA_HCC58,0.507,disease,GNPA,Reactive and Unspecified Psychosis
GNPA_HCC59,0.225,disease,GNPA,Major Depressive/Bipolar/and Paranoid Disorders
GNPA_HCC60,0.225,disease,GNPA,Personality Disorders
GNPA_HCC70,1.126,disease,GNPA,Quadriplegia
GNPA_HCC71,0.925,disease,GNPA,Paraplegia
GNPA_HCC72,0.495,disease,GNPA,Spinal Cord Disorders/Injuries
GNPA_HCC73,1.256,disease,GNPA,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease
GNPA_HCC74,0.226,disease,GNPA,Cerebral Palsy
GNPA_HCC75,0.573,disease,GNPA,Myasthenia Gravis/Myoneural Disorders and Guillain-Barre Syndrome/Inflammatory and Toxic Neuropathy
GNPA_HCC76,0.471,disease,GNPA,Muscular Dystrophy
GNPA_HCC77,0.621,disease,GNPA,Multiple Sclerosis
GNPA_HCC78,0.588,disease,GNPA,Parkinsons and Huntingtons Diseases
GNPA_HCC79,0.249,disease,GNPA,Seizure Disorders and Convulsions
GNPA_HCC80,0.542,disease,GNPA,Coma/Brain Compression/Anoxic Damage
GNPA_HCC82,0.830,disease,GNPA,Respirator Dependence/Tracheostomy Status
GNPA_HCC83,0.449,disease,GNPA,Respiratory Arrest
GNPA_HCC84,0.293,disease,GNPA,Cardio-Respiratory Failure and Shock
GNPA_HCC85,0.251,disease,GNPA,Congestive Heart Failure
GNPA_HCC86,0.219,disease,GNPA,Acute Myocardial Infarction
GNPA_HCC87,0.209,disease,GNPA,Unstable Angina and Other Acute Ischemic Heart Disease
GNPA_HCC88,0.136,disease,GNPA,Angina Pectoris
GNPA_HCC96,0.252,disease,GNPA,Specified Heart Arrhythmias
GNPA_HCC99,0.219,disease,GNPA,Intracranial Hemorrhage
GNPA_HCC100,0.219,disease,GNPA,Ischemic or Unspecified Stroke
GNPA_HCC103,0.388,disease,GNPA,Hemiplegia/Hemiparesis
GNPA_HCC104,0.311,disease,GNPA,Monoplegia/Other Paralytic Syndromes
GNPA_HCC106,1.344,disease,GNPA,Atherosclerosis of the Extremities with Ulceration or Gangrene
GNPA_HCC107,0.348,disease,GNPA,Vascular Disease with Complications
GNPA_HCC108,0.257,disease,GNPA,Vascular Disease
GNPA_HCC110,0.919,disease,GNPA,Cystic Fibrosis
GNPA_HCC111,0.291,disease,GNPA,Chronic Obstructive Pulmonary Disease
GNPA_HCC112,0.201,disease,GNPA,Fibrosis of Lung and Other Chronic Lung Disorders
GNPA_HCC114,0.486,disease,GNPA,Aspiration and Specified Bacterial Pneumonias
GNPA_HCC115,0.205,disease,GNPA,Pneumococcal Pneumonia/Empyema/Lung Abscess
GNPA_HCC122,0.321,disease,GNPA,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage
GNPA_HCC124,0.601,disease,GNPA,Exudative Macular Degeneration
GNPA_HCC134,0.000,disease,GNPA,Dialysis Status
GNPA_HCC135,0.000,disease,GNPA,Acute Renal Failure
GNPA_HCC136,0.000,disease,GNPA,Chronic Kidney Disease/Stage 5
GNPA_HCC137,0.000,disease,GNPA,Chronic Kidney Disease/Severe (Stage 4)
GNPA_HCC138,0.000,disease,GNPA,Chronic Kidney Disease/Moderate (Stage 3)
GNPA_HCC157,1.833,disease,GNPA,Pressure Ulcer of Skin with Necrosis Through to Muscle/Tendon/Bone
GNPA_HCC158,1.038,disease,GNPA,Pressure Ulcer of Skin with Full Thickness Skin Loss
GNPA_HCC159,0.795,disease,GNPA,Pressure Ulcer of Skin with Partial Thickness Skin Loss
GNPA_HCC161,0.582,disease,GNPA,Chronic Ulcer of Skin/Except Pressure
GNPA_HCC162,0.503,disease,GNPA,Severe Skin Burn or Condition
GNPA_HCC166,0.542,disease,GNPA,Severe Head Injury
GNPA_HCC167,0.162,disease,GNPA,Major Head Injury
GNPA_HCC169,0.475,disease,GNPA,Vertebral Fractures without Spinal Cord Injury
GNPA_HCC170,0.358,disease,GNPA,Hip Fracture/Dislocation
GNPA_HCC173,0.160,disease,GNPA,Traumatic Amputations and Complications
GNPA_HCC176,0.610,disease,GNPA,Complications of Specified Implanted Device or Graft
GNPA_HCC186,0.000,disease,GNPA,Major Organ Transplant or Replacement Status
GNPA_HCC188,0.558,disease,GNPA,Artificial Openings for Feeding or Elimination
GNPA_HCC189,0.520,disease,GNPA,Amputation Status/Lower Limb/Amputation Complications
